ID,Name,Rareness,ItemType,LevelRequirement,HonorPointReq,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3,Description2,Description3,
81129,Evil Dragon Assault,3,21,129,0,56,0,0,4,0,0,,,
81130,Demonic Ancient Armor,3,9,129,0,43,0,0,4,0,0,,,
81131,Demonic Ancient Armor,3,9,129,0,43,0,0,4,0,0,,,
81132,Demonic Ancient Armor,3,9,129,0,39,0,0,4,0,0,,,
81133,Demonic Gloves,3,10,129,0,42,0,0,4,0,0,,,
81134,Demonic Gloves,3,10,129,0,42,0,0,4,0,0,,,
81135,Demonic Gloves,3,10,129,0,42,0,0,4,0,0,,,
81136,Demonic Light Boots,3,12,129,0,40,0,0,4,0,0,,,
81137,Demonic Light Boots,3,12,129,0,40,0,0,4,0,0,,,
81138,Demonic Light Boots,3,12,129,0,41,0,0,4,0,0,,,
81139,Light Dragon Medal,3,7,129,0,45,0,0,4,0,0,,,
81140,Light Dragon Medal,3,7,129,0,45,0,0,4,0,0,,,
81141,Light Dragon Medal,3,7,129,0,45,0,0,4,0,0,,,
81142,Shiny Dragon Ring,3,11,129,0,44,0,0,4,0,0,,,
81143,Shiny Dragon Ring,3,11,129,0,44,0,0,4,0,0,,,
81144,Shiny Dragon Ring,3,11,129,0,44,0,0,4,0,0,,,
81145,Demon Dragon Blade,3,19,132,0,70,0,0,4,0,0,,,
81146,Demon Dragon Blade,3,19,132,0,71,0,0,4,0,0,,,
81147,Demon Dragon Blade,3,19,132,0,48,0,0,4,0,0,,,
81148,Bloody Dragon Spear,3,20,132,0,72,0,0,4,0,0,,,
81149,Bloody Dragon Spear,3,20,132,0,73,0,0,4,0,0,,,
81150,Bloody Dragon Spear,3,20,132,0,52,0,0,4,0,0,,,
81151,Evil Dragon Assault,3,21,132,0,74,0,0,4,0,0,,,
81152,Evil Dragon Assault,3,21,132,0,75,0,0,4,0,0,,,
81153,Evil Dragon Assault,3,21,132,0,56,0,0,4,0,0,,,
81154,Demonic Ancient Armor,3,9,132,0,43,0,0,4,0,0,,,
81155,Demonic Ancient Armor,3,9,132,0,43,0,0,4,0,0,,,
81156,Demonic Ancient Armor,3,9,132,0,39,0,0,4,0,0,,,
81157,Demonic Gloves,3,10,132,0,42,0,0,4,0,0,,,
81158,Demonic Gloves,3,10,132,0,42,0,0,4,0,0,,,
81159,Demonic Gloves,3,10,132,0,42,0,0,4,0,0,,,
81160,Demonic Light Boots,3,12,132,0,40,0,0,4,0,0,,,
81161,Demonic Light Boots,3,12,132,0,40,0,0,4,0,0,,,
81162,Demonic Light Boots,3,12,132,0,41,0,0,4,0,0,,,
81163,Light Dragon Medal,3,7,132,0,45,0,0,4,0,0,,,
81164,Light Dragon Medal,3,7,132,0,45,0,0,4,0,0,,,
81165,Light Dragon Medal,3,7,132,0,45,0,0,4,0,0,,,
81166,Shiny Dragon Ring,3,11,132,0,44,0,0,4,0,0,,,
81167,Shiny Dragon Ring,3,11,132,0,44,0,0,4,0,0,,,
81168,Shiny Dragon Ring,3,11,132,0,44,0,0,4,0,0,,,
81169,Demon Dragon Blade,3,19,135,0,70,0,0,4,0,0,,,
81170,Demon Dragon Blade,3,19,135,0,71,0,0,4,0,0,,,
81171,Demon Dragon Blade,3,19,135,0,48,0,0,4,0,0,,,
81172,Bloody Dragon Spear,3,20,135,0,72,0,0,4,0,0,,,
81173,Bloody Dragon Spear,3,20,135,0,73,0,0,4,0,0,,,
81174,Bloody Dragon Spear,3,20,135,0,52,0,0,4,0,0,,,
81175,Evil Dragon Assault,3,21,135,0,74,0,0,4,0,0,,,
81176,Evil Dragon Assault,3,21,135,0,75,0,0,4,0,0,,,
81177,Evil Dragon Assault,3,21,135,0,56,0,0,4,0,0,,,
81178,Demonic Ancient Armor,3,9,135,0,43,0,0,4,0,0,,,
81179,Demonic Ancient Armor,3,9,135,0,43,0,0,4,0,0,,,
81180,Demonic Ancient Armor,3,9,135,0,39,0,0,4,0,0,,,
81181,Demonic Gloves,3,10,135,0,42,0,0,4,0,0,,,
81182,Demonic Gloves,3,10,135,0,42,0,0,4,0,0,,,
81183,Demonic Gloves,3,10,135,0,42,0,0,4,0,0,,,
81184,Demonic Light Boots,3,12,135,0,40,0,0,4,0,0,,,
81185,Demonic Light Boots,3,12,135,0,40,0,0,4,0,0,,,
81186,Demonic Light Boots,3,12,135,0,41,0,0,4,0,0,,,
81187,Light Dragon Medal,3,7,135,0,45,0,0,4,0,0,,,
81188,Light Dragon Medal,3,7,135,0,45,0,0,4,0,0,,,
81189,Light Dragon Medal,3,7,135,0,45,0,0,4,0,0,,,
81190,Shiny Dragon Ring,3,11,135,0,44,0,0,4,0,0,,,
81191,Shiny Dragon Ring,3,11,135,0,44,0,0,4,0,0,,,
81192,Shiny Dragon Ring,3,11,135,0,44,0,0,4,0,0,,,
81193,Demon Dragon Blade,3,19,138,0,70,0,0,4,0,0,,,
81194,Demon Dragon Blade,3,19,138,0,71,0,0,4,0,0,,,
81195,Demon Dragon Blade,3,19,138,0,48,0,0,4,0,0,,,
81196,Bloody Dragon Spear,3,20,138,0,72,0,0,4,0,0,,,
81197,Bloody Dragon Spear,3,20,138,0,73,0,0,4,0,0,,,
81198,Bloody Dragon Spear,3,20,138,0,52,0,0,4,0,0,,,
81199,Evil Dragon Assault,3,21,138,0,74,0,0,4,0,0,,,
81200,Evil Dragon Assault,3,21,138,0,75,0,0,4,0,0,,,
81201,Evil Dragon Assault,3,21,138,0,56,0,0,4,0,0,,,
81202,Yin Yang Bloody Armor,3,9,138,0,43,0,0,4,0,0,,,
81203,Yin Yang Bloody Armor,3,9,138,0,43,0,0,4,0,0,,,
81204,Yin Yang Bloody Armor,3,9,138,0,39,0,0,4,0,0,,,
81205,Bloody Devil Gloves,3,10,138,0,42,0,0,4,0,0,,,
81206,Bloody Devil Gloves,3,10,138,0,42,0,0,4,0,0,,,
81207,Bloody Devil Gloves,3,10,138,0,42,0,0,4,0,0,,,
81208,Bloody Devil Light Boots,3,12,138,0,40,0,0,4,0,0,,,
81209,Bloody Devil Light Boots,3,12,138,0,40,0,0,4,0,0,,,
81210,Bloody Devil Light Boots,3,12,138,0,41,0,0,4,0,0,,,
81211,Light Dragon Medal,3,7,138,0,45,0,0,4,0,0,,,
81212,Light Dragon Medal,3,7,138,0,45,0,0,4,0,0,,,
81213,Light Dragon Medal,3,7,138,0,45,0,0,4,0,0,,,
81214,Shiny Dragon Ring,3,11,138,0,44,0,0,4,0,0,,,
81215,Shiny Dragon Ring,3,11,138,0,44,0,0,4,0,0,,,
81216,Shiny Dragon Ring,3,11,138,0,44,0,0,4,0,0,,,
81217,Demon Dragon Blade,3,19,141,0,70,0,0,4,0,0,,,
81218,Demon Dragon Blade,3,19,141,0,71,0,0,4,0,0,,,
81219,Demon Dragon Blade,3,19,141,0,48,0,0,4,0,0,,,
81220,Bloody Dragon Spear,3,20,141,0,72,0,0,4,0,0,,,
81221,Bloody Dragon Spear,3,20,141,0,73,0,0,4,0,0,,,
81222,Bloody Dragon Spear,3,20,141,0,52,0,0,4,0,0,,,
81223,Evil Dragon Assault,3,21,141,0,74,0,0,4,0,0,,,
81224,Evil Dragon Assault,3,21,141,0,75,0,0,4,0,0,,,
81225,Evil Dragon Assault,3,21,141,0,56,0,0,4,0,0,,,
81226,Yin Yang Bloody Armor,3,9,141,0,43,0,0,4,0,0,,,
81227,Yin Yang Bloody Armor,3,9,141,0,43,0,0,4,0,0,,,
81228,Yin Yang Bloody Armor,3,9,141,0,39,0,0,4,0,0,,,
81229,Bloody Devil Gloves,3,10,141,0,42,0,0,4,0,0,,,
81230,Bloody Devil Gloves,3,10,141,0,42,0,0,4,0,0,,,
81231,Bloody Devil Gloves,3,10,141,0,42,0,0,4,0,0,,,
81232,Bloody Devil Light Boots,3,12,141,0,40,0,0,4,0,0,,,
81233,Bloody Devil Light Boots,3,12,141,0,40,0,0,4,0,0,,,
81234,Bloody Devil Light Boots,3,12,141,0,41,0,0,4,0,0,,,
81235,Light Dragon Medal,3,7,141,0,45,0,0,4,0,0,,,
81236,Light Dragon Medal,3,7,141,0,45,0,0,4,0,0,,,
81237,Light Dragon Medal,3,7,141,0,45,0,0,4,0,0,,,
81238,Shiny Dragon Ring,3,11,141,0,44,0,0,4,0,0,,,
81239,Shiny Dragon Ring,3,11,141,0,44,0,0,4,0,0,,,
81240,Shiny Dragon Ring,3,11,141,0,44,0,0,4,0,0,,,
81241,Demon Dragon Blade,3,19,144,0,70,0,0,4,0,0,,,
81242,Demon Dragon Blade,3,19,144,0,71,0,0,4,0,0,,,
81243,Demon Dragon Blade,3,19,144,0,48,0,0,4,0,0,,,
81244,Bloody Dragon Spear,3,20,144,0,72,0,0,4,0,0,,,
81245,Bloody Dragon Spear,3,20,144,0,73,0,0,4,0,0,,,
81246,Bloody Dragon Spear,3,20,144,0,52,0,0,4,0,0,,,
81247,Evil Dragon Assault,3,21,144,0,74,0,0,4,0,0,,,
81248,Evil Dragon Assault,3,21,144,0,75,0,0,4,0,0,,,
81249,Evil Dragon Assault,3,21,144,0,56,0,0,4,0,0,,,
81250,Yin Yang Bloody Armor,3,9,144,0,43,0,0,4,0,0,,,
81251,Yin Yang Bloody Armor,3,9,144,0,43,0,0,4,0,0,,,
81252,Yin Yang Bloody Armor,3,9,144,0,39,0,0,4,0,0,,,
81253,Bloody Devil Gloves,3,10,144,0,42,0,0,4,0,0,,,
81254,Bloody Devil Gloves,3,10,144,0,42,0,0,4,0,0,,,
81255,Bloody Devil Gloves,3,10,144,0,42,0,0,4,0,0,,,
81256,Bloody Devil Light Boots,3,12,144,0,40,0,0,4,0,0,,,
81257,Bloody Devil Light Boots,3,12,144,0,40,0,0,4,0,0,,,
81258,Bloody Devil Light Boots,3,12,144,0,41,0,0,4,0,0,,,
81259,Light Dragon Medal,3,7,144,0,45,0,0,4,0,0,,,
81260,Light Dragon Medal,3,7,144,0,45,0,0,4,0,0,,,
81261,Light Dragon Medal,3,7,144,0,45,0,0,4,0,0,,,
81262,Shiny Dragon Ring,3,11,144,0,44,0,0,4,0,0,,,
81263,Shiny Dragon Ring,3,11,144,0,44,0,0,4,0,0,,,
81264,Shiny Dragon Ring,3,11,144,0,44,0,0,4,0,0,,,
81265,Demon Dragon Blade,3,19,114,0,97,0,0,4,0,0,,,
81266,Demon Dragon Blade,3,19,114,0,98,0,0,4,0,0,,,
81267,Demon Dragon Blade,3,19,114,0,48,0,0,4,0,0,,,
81268,Bloody Dragon Spear,3,20,114,0,99,0,0,4,0,0,,,
81269,Bloody Dragon Spear,3,20,114,0,100,0,0,4,0,0,,,
81270,Bloody Dragon Spear,3,20,114,0,52,0,0,4,0,0,,,
81271,Evil Dragon Assault,3,21,114,0,101,0,0,4,0,0,,,
81272,Evil Dragon Assault,3,21,114,0,102,0,0,4,0,0,,,
81273,Evil Dragon Assault,3,21,114,0,56,0,0,4,0,0,,,
81274,Demon Dragon Blade,3,19,117,0,97,0,0,4,0,0,,,
81275,Demon Dragon Blade,3,19,117,0,98,0,0,4,0,0,,,
81276,Demon Dragon Blade,3,19,117,0,48,0,0,4,0,0,,,
81277,Bloody Dragon Spear,3,20,117,0,99,0,0,4,0,0,,,
81278,Bloody Dragon Spear,3,20,117,0,100,0,0,4,0,0,,,
81279,Bloody Dragon Spear,3,20,117,0,52,0,0,4,0,0,,,
81280,Evil Dragon Assault,3,21,117,0,101,0,0,4,0,0,,,
81281,Evil Dragon Assault,3,21,117,0,102,0,0,4,0,0,,,
81282,Evil Dragon Assault,3,21,117,0,56,0,0,4,0,0,,,
81283,Demon Dragon Blade,3,19,120,0,97,0,0,4,0,0,,,
81284,Demon Dragon Blade,3,19,120,0,98,0,0,4,0,0,,,
81285,Demon Dragon Blade,3,19,120,0,48,0,0,4,0,0,,,
81286,Bloody Dragon Spear,3,20,120,0,99,0,0,4,0,0,,,
81287,Bloody Dragon Spear,3,20,120,0,100,0,0,4,0,0,,,
81288,Bloody Dragon Spear,3,20,120,0,52,0,0,4,0,0,,,
81289,Evil Dragon Assault,3,21,120,0,101,0,0,4,0,0,,,
81290,Evil Dragon Assault,3,21,120,0,102,0,0,4,0,0,,,
81291,Evil Dragon Assault,3,21,120,0,56,0,0,4,0,0,,,
81292,Demon Dragon Blade,3,19,123,0,97,0,0,4,0,0,,,
81293,Demon Dragon Blade,3,19,123,0,98,0,0,4,0,0,,,
81294,Demon Dragon Blade,3,19,123,0,48,0,0,4,0,0,,,
81295,Bloody Dragon Spear,3,20,123,0,99,0,0,4,0,0,,,
81296,Bloody Dragon Spear,3,20,123,0,100,0,0,4,0,0,,,
81297,Bloody Dragon Spear,3,20,123,0,52,0,0,4,0,0,,,
81298,Evil Dragon Assault,3,21,123,0,101,0,0,4,0,0,,,
81299,Evil Dragon Assault,3,21,123,0,102,0,0,4,0,0,,,
81300,Evil Dragon Assault,3,21,123,0,56,0,0,4,0,0,,,
81301,Demon Dragon Blade,3,19,126,0,97,0,0,4,0,0,,,
81302,Demon Dragon Blade,3,19,126,0,98,0,0,4,0,0,,,
81303,Demon Dragon Blade,3,19,126,0,48,0,0,4,0,0,,,
81304,Bloody Dragon Spear,3,20,126,0,99,0,0,4,0,0,,,
81305,Bloody Dragon Spear,3,20,126,0,100,0,0,4,0,0,,,
81306,Bloody Dragon Spear,3,20,126,0,52,0,0,4,0,0,,,
81307,Evil Dragon Assault,3,21,126,0,101,0,0,4,0,0,,,
81308,Evil Dragon Assault,3,21,126,0,102,0,0,4,0,0,,,
81309,Evil Dragon Assault,3,21,126,0,56,0,0,4,0,0,,,
81310,Demon Dragon Blade,3,19,129,0,97,0,0,4,0,0,,,
81311,Demon Dragon Blade,3,19,129,0,98,0,0,4,0,0,,,
81312,Demon Dragon Blade,3,19,129,0,48,0,0,4,0,0,,,
81313,Bloody Dragon Spear,3,20,129,0,99,0,0,4,0,0,,,
81314,Bloody Dragon Spear,3,20,129,0,100,0,0,4,0,0,,,
81315,Bloody Dragon Spear,3,20,129,0,52,0,0,4,0,0,,,
81316,Evil Dragon Assault,3,21,129,0,101,0,0,4,0,0,,,
81317,Evil Dragon Assault,3,21,129,0,102,0,0,4,0,0,,,
81318,Evil Dragon Assault,3,21,129,0,56,0,0,4,0,0,,,
81319,Demon Dragon Blade,3,19,132,0,97,0,0,4,0,0,,,
81320,Demon Dragon Blade,3,19,132,0,98,0,0,4,0,0,,,
81321,Demon Dragon Blade,3,19,132,0,48,0,0,4,0,0,,,
81322,Bloody Dragon Spear,3,20,132,0,99,0,0,4,0,0,,,
81323,Bloody Dragon Spear,3,20,132,0,100,0,0,4,0,0,,,
81324,Bloody Dragon Spear,3,20,132,0,52,0,0,4,0,0,,,
81325,Evil Dragon Assault,3,21,132,0,101,0,0,4,0,0,,,
81326,Evil Dragon Assault,3,21,132,0,102,0,0,4,0,0,,,
81327,Evil Dragon Assault,3,21,132,0,56,0,0,4,0,0,,,
81328,Demon Dragon Blade,3,19,135,0,97,0,0,4,0,0,,,
81329,Demon Dragon Blade,3,19,135,0,98,0,0,4,0,0,,,
81330,Demon Dragon Blade,3,19,135,0,48,0,0,4,0,0,,,
81331,Bloody Dragon Spear,3,20,135,0,99,0,0,4,0,0,,,
81332,Bloody Dragon Spear,3,20,135,0,100,0,0,4,0,0,,,
81333,Bloody Dragon Spear,3,20,135,0,52,0,0,4,0,0,,,
81334,Evil Dragon Assault,3,21,135,0,101,0,0,4,0,0,,,
81335,Evil Dragon Assault,3,21,135,0,102,0,0,4,0,0,,,
81336,Evil Dragon Assault,3,21,135,0,56,0,0,4,0,0,,,
81337,Demon Dragon Blade,3,19,138,0,97,0,0,4,0,0,,,
81338,Demon Dragon Blade,3,19,138,0,98,0,0,4,0,0,,,
81339,Demon Dragon Blade,3,19,138,0,48,0,0,4,0,0,,,
81340,Bloody Dragon Spear,3,20,138,0,99,0,0,4,0,0,,,
81341,Bloody Dragon Spear,3,20,138,0,100,0,0,4,0,0,,,
81342,Bloody Dragon Spear,3,20,138,0,52,0,0,4,0,0,,,
81343,Evil Dragon Assault,3,21,138,0,101,0,0,4,0,0,,,
81344,Evil Dragon Assault,3,21,138,0,102,0,0,4,0,0,,,
81345,Evil Dragon Assault,3,21,138,0,56,0,0,4,0,0,,,
81346,Demon Dragon Blade,3,19,141,0,97,0,0,4,0,0,,,
81347,Demon Dragon Blade,3,19,141,0,98,0,0,4,0,0,,,
81348,Demon Dragon Blade,3,19,141,0,48,0,0,4,0,0,,,
81349,Bloody Dragon Spear,3,20,141,0,99,0,0,4,0,0,,,
81350,Bloody Dragon Spear,3,20,141,0,100,0,0,4,0,0,,,
81351,Bloody Dragon Spear,3,20,141,0,52,0,0,4,0,0,,,
81352,Evil Dragon Assault,3,21,141,0,101,0,0,4,0,0,,,
81353,Evil Dragon Assault,3,21,141,0,102,0,0,4,0,0,,,
81354,Evil Dragon Assault,3,21,141,0,56,0,0,4,0,0,,,
81355,Demon Dragon Blade,3,19,144,0,97,0,0,4,0,0,,,
81356,Demon Dragon Blade,3,19,144,0,98,0,0,4,0,0,,,
81357,Demon Dragon Blade,3,19,144,0,48,0,0,4,0,0,,,
81358,Bloody Dragon Spear,3,20,144,0,99,0,0,4,0,0,,,
81359,Bloody Dragon Spear,3,20,144,0,100,0,0,4,0,0,,,
81360,Bloody Dragon Spear,3,20,144,0,52,0,0,4,0,0,,,
81361,Evil Dragon Assault,3,21,144,0,101,0,0,4,0,0,,,
81362,Evil Dragon Assault,3,21,144,0,102,0,0,4,0,0,,,
81363,Evil Dragon Assault,3,21,144,0,56,0,0,4,0,0,,,
81364,Nations Salvation,2,13,113,4294966909,58,85,0,1,1,0,,,
81365,Cosmic Sword,2,13,113,4294966909,59,86,0,1,1,0,,,
81366,Cosmic Sword,2,13,113,4294966909,10,11,0,1,1,0,,,
81367,Five Verge Long Blade,2,14,113,4294966909,60,87,0,1,1,0,,,
81368,Long River Blade,2,14,113,4294966909,61,88,0,1,1,0,,,
81369,Long River Blade,2,14,113,4294966909,14,15,0,1,1,0,,,
81370,Heavenly Throwing Marble,2,15,113,4294966909,62,89,0,1,1,0,,,
81371,Stubborn God Marble,2,15,113,4294966909,63,90,0,1,1,0,,,
81372,Stubborn God Marble,2,15,113,4294966909,18,19,0,1,1,0,,,
81373,Dragon Jade Armor,2,9,113,4294967009,1,0,0,1,0,0,,,
81374,Dragon Jade Armor,2,9,113,4294967009,5,0,0,1,0,0,,,
81375,Dragon Jade Armor,2,9,113,4294967009,82,0,0,1,0,0,,,
81376,Dragon Jade Gloves,2,10,113,4294967109,4,0,0,1,0,0,,,
81377,Dragon Jade Gloves,2,10,113,4294967109,83,0,0,1,0,0,,,
81378,Dragon Jade Gloves,2,10,113,4294967109,83,0,0,1,0,0,,,
81379,Dragon Jade Boots,2,12,113,4294967209,2,0,0,1,0,0,,,
81380,Dragon Jade Boots,2,12,113,4294967209,0,3,0,0,1,0,,,
81381,Dragon Jade Boots,2,12,113,4294967209,84,0,0,1,0,0,,,
81382,Power Amulet,2,7,113,4294967109,7,0,0,1,0,0,,,
81383,Power Amulet,2,7,113,4294967109,7,0,0,1,0,0,,,
81384,Power Amulet,2,7,113,4294967109,7,0,0,1,0,0,,,
81385,Dragon Gold Ring,2,11,113,4294967209,6,0,0,1,0,0,,,
81386,Dragon Gold Ring,2,11,113,4294967209,6,0,0,1,0,0,,,
81387,Dragon Gold Ring,2,11,113,4294967209,6,0,0,1,0,0,,,
81388,Nations Salvation,2,13,114,4294966915,58,85,0,1,1,0,,,
81389,Cosmic Sword,2,13,114,4294966915,59,86,0,1,1,0,,,
81390,Cosmic Sword,2,13,114,4294966915,10,11,0,1,1,0,,,
81391,Five Verge Long Blade,2,14,114,4294966915,60,87,0,1,1,0,,,
81392,Long River Blade,2,14,114,4294966915,61,88,0,1,1,0,,,
81393,Long River Blade,2,14,114,4294966915,14,15,0,1,1,0,,,
81394,Heavenly Throwing Marble,2,15,114,4294966915,62,89,0,1,1,0,,,
81395,Stubborn God Marble,2,15,114,4294966915,63,90,0,1,1,0,,,
81396,Stubborn God Marble,2,15,114,4294966915,18,19,0,1,1,0,,,
81397,Dragon Jade Armor,2,9,114,4294967015,1,0,0,1,0,0,,,
81398,Dragon Jade Armor,2,9,114,4294967015,5,0,0,1,0,0,,,
81399,Dragon Jade Armor,2,9,114,4294967015,82,0,0,1,0,0,,,
81400,Dragon Jade Gloves,2,10,114,4294967115,4,0,0,1,0,0,,,
81401,Dragon Jade Gloves,2,10,114,4294967115,83,0,0,1,0,0,,,
81402,Dragon Jade Gloves,2,10,114,4294967115,83,0,0,1,0,0,,,
81403,Dragon Jade Boots,2,12,114,4294967215,2,0,0,1,0,0,,,
81404,Dragon Jade Boots,2,12,114,4294967215,0,3,0,0,1,0,,,
81405,Dragon Jade Boots,2,12,114,4294967215,84,0,0,1,0,0,,,
81406,Power Amulet,2,7,114,4294967115,7,0,0,1,0,0,,,
81407,Power Amulet,2,7,114,4294967115,7,0,0,1,0,0,,,
81408,Power Amulet,2,7,114,4294967115,7,0,0,1,0,0,,,
81409,Dragon Gold Ring,2,11,114,4294967215,6,0,0,1,0,0,,,
81410,Dragon Gold Ring,2,11,114,4294967215,6,0,0,1,0,0,,,
81411,Dragon Gold Ring,2,11,114,4294967215,6,0,0,1,0,0,,,
81412,Nations Salvation,2,13,115,4294966921,58,85,0,1,1,0,,,
81413,Cosmic Sword,2,13,115,4294966921,59,86,0,1,1,0,,,
81414,Cosmic Sword,2,13,115,4294966921,10,11,0,1,1,0,,,
81415,Five Verge Long Blade,2,14,115,4294966921,60,87,0,1,1,0,,,
81416,Long River Blade,2,14,115,4294966921,61,88,0,1,1,0,,,
81417,Long River Blade,2,14,115,4294966921,14,15,0,1,1,0,,,
81418,Heavenly Throwing Marble,2,15,115,4294966921,62,89,0,1,1,0,,,
81419,Stubborn God Marble,2,15,115,4294966921,63,90,0,1,1,0,,,
81420,Stubborn God Marble,2,15,115,4294966921,18,19,0,1,1,0,,,
81421,Dragon Jade Armor,2,9,115,4294967021,1,0,0,1,0,0,,,
81422,Dragon Jade Armor,2,9,115,4294967021,5,0,0,1,0,0,,,
81423,Dragon Jade Armor,2,9,115,4294967021,82,0,0,1,0,0,,,
81424,Dragon Jade Gloves,2,10,115,4294967121,4,0,0,1,0,0,,,
81425,Dragon Jade Gloves,2,10,115,4294967121,83,0,0,1,0,0,,,
81426,Dragon Jade Gloves,2,10,115,4294967121,83,0,0,1,0,0,,,
81427,Dragon Jade Boots,2,12,115,4294967221,2,0,0,1,0,0,,,
81428,Dragon Jade Boots,2,12,115,4294967221,0,3,0,0,1,0,,,
81429,Dragon Jade Boots,2,12,115,4294967221,84,0,0,1,0,0,,,
81430,Power Amulet,2,7,115,4294967121,7,0,0,1,0,0,,,
81431,Power Amulet,2,7,115,4294967121,7,0,0,1,0,0,,,
81432,Power Amulet,2,7,115,4294967121,7,0,0,1,0,0,,,
81433,Dragon Gold Ring,2,11,115,4294967221,6,0,0,1,0,0,,,
81434,Dragon Gold Ring,2,11,115,4294967221,6,0,0,1,0,0,,,
81435,Dragon Gold Ring,2,11,115,4294967221,6,0,0,1,0,0,,,
81436,Nations Salvation,2,13,116,4294966927,58,85,0,1,1,0,,,
81437,Cosmic Sword,2,13,116,4294966927,59,86,0,1,1,0,,,
81438,Cosmic Sword,2,13,116,4294966927,10,11,0,1,1,0,,,
81439,Five Verge Long Blade,2,14,116,4294966927,60,87,0,1,1,0,,,
81440,Long River Blade,2,14,116,4294966927,61,88,0,1,1,0,,,
81441,Long River Blade,2,14,116,4294966927,14,15,0,1,1,0,,,
81442,Heavenly Throwing Marble,2,15,116,4294966927,62,89,0,1,1,0,,,
81443,Stubborn God Marble,2,15,116,4294966927,63,90,0,1,1,0,,,
81444,Stubborn God Marble,2,15,116,4294966927,18,19,0,1,1,0,,,
81445,Dragon Jade Armor,2,9,116,4294967027,1,0,0,1,0,0,,,
81446,Dragon Jade Armor,2,9,116,4294967027,5,0,0,1,0,0,,,
81447,Dragon Jade Armor,2,9,116,4294967027,82,0,0,1,0,0,,,
81448,Dragon Jade Gloves,2,10,116,4294967127,4,0,0,1,0,0,,,
81449,Dragon Jade Gloves,2,10,116,4294967127,83,0,0,1,0,0,,,
81450,Dragon Jade Gloves,2,10,116,4294967127,83,0,0,1,0,0,,,
81451,Dragon Jade Boots,2,12,116,4294967227,2,0,0,1,0,0,,,
81452,Dragon Jade Boots,2,12,116,4294967227,0,3,0,0,1,0,,,
81453,Dragon Jade Boots,2,12,116,4294967227,84,0,0,1,0,0,,,
81454,Power Amulet,2,7,116,4294967127,7,0,0,1,0,0,,,
81455,Power Amulet,2,7,116,4294967127,7,0,0,1,0,0,,,
81456,Power Amulet,2,7,116,4294967127,7,0,0,1,0,0,,,
81457,Dragon Gold Ring,2,11,116,4294967227,6,0,0,1,0,0,,,
81458,Dragon Gold Ring,2,11,116,4294967227,6,0,0,1,0,0,,,
81459,Dragon Gold Ring,2,11,116,4294967227,6,0,0,1,0,0,,,
81460,Nations Salvation,2,13,117,4294966933,58,85,0,1,1,0,,,
81461,Cosmic Sword,2,13,117,4294966933,59,86,0,1,1,0,,,
81462,Cosmic Sword,2,13,117,4294966933,10,11,0,1,1,0,,,
81463,Five Verge Long Blade,2,14,117,4294966933,60,87,0,1,1,0,,,
81464,Long River Blade,2,14,117,4294966933,61,88,0,1,1,0,,,
81465,Long River Blade,2,14,117,4294966933,14,15,0,1,1,0,,,
81466,Heavenly Throwing Marble,2,15,117,4294966933,62,89,0,1,1,0,,,
81467,Stubborn God Marble,2,15,117,4294966933,63,90,0,1,1,0,,,
81468,Stubborn God Marble,2,15,117,4294966933,18,19,0,1,1,0,,,
81469,Dragon Jade Armor,2,9,117,4294967033,1,0,0,1,0,0,,,
81470,Dragon Jade Armor,2,9,117,4294967033,5,0,0,1,0,0,,,
81471,Dragon Jade Armor,2,9,117,4294967033,82,0,0,1,0,0,,,
81472,Dragon Jade Gloves,2,10,117,4294967133,4,0,0,1,0,0,,,
81473,Dragon Jade Gloves,2,10,117,4294967133,83,0,0,1,0,0,,,
81474,Dragon Jade Gloves,2,10,117,4294967133,83,0,0,1,0,0,,,
81475,Dragon Jade Boots,2,12,117,4294967233,2,0,0,1,0,0,,,
81476,Dragon Jade Boots,2,12,117,4294967233,0,3,0,0,1,0,,,
81477,Dragon Jade Boots,2,12,117,4294967233,84,0,0,1,0,0,,,
81478,Power Amulet,2,7,117,4294967133,7,0,0,1,0,0,,,
81479,Power Amulet,2,7,117,4294967133,7,0,0,1,0,0,,,
81480,Power Amulet,2,7,117,4294967133,7,0,0,1,0,0,,,
81481,Dragon Gold Ring,2,11,117,4294967233,6,0,0,1,0,0,,,
81482,Dragon Gold Ring,2,11,117,4294967233,6,0,0,1,0,0,,,
81483,Dragon Gold Ring,2,11,117,4294967233,6,0,0,1,0,0,,,
81484,Nations Salvation,2,13,118,4294966939,58,85,0,1,1,0,,,
81485,Cosmic Sword,2,13,118,4294966939,59,86,0,1,1,0,,,
81486,Cosmic Sword,2,13,118,4294966939,10,11,0,1,1,0,,,
81487,Five Verge Long Blade,2,14,118,4294966939,60,87,0,1,1,0,,,
81488,Long River Blade,2,14,118,4294966939,61,88,0,1,1,0,,,
81489,Long River Blade,2,14,118,4294966939,14,15,0,1,1,0,,,
81490,Heavenly Throwing Marble,2,15,118,4294966939,62,89,0,1,1,0,,,
81491,Stubborn God Marble,2,15,118,4294966939,63,90,0,1,1,0,,,
81492,Stubborn God Marble,2,15,118,4294966939,18,19,0,1,1,0,,,
81493,Dragon Jade Armor,2,9,118,4294967039,1,0,0,1,0,0,,,
81494,Dragon Jade Armor,2,9,118,4294967039,5,0,0,1,0,0,,,
