ID,Name,Level,Health,ModelID,RadiusInfo1,RadiusInfo2,WalkSpeed,RunSpeed,DeathSpeed,Damage,Defense,AttackSuccess,AttackBlock,ElementAttackPower,ElementDefensePower,Critical,clickheight,clickdepth,Unknown56,Unknown60,Unknown64,Unknown68,Unknown72,Unknown76,Unknown80,Unknown84,Unknown92,Unknown100,Unknown104,Unknown108,Unknown112,Unknown116,Unknown120,Unknown124,Unknown128,Unknown180,Unknown184,Unknown188,Unknown192,Unknown196,Unknown200,Unknown204,Unknown208,Unknown212,Unknown216,Unknown220,Unknown224,Unknown228,Unknown232,Unknown236,Unknown240,Unknown244,Unknown248,Unknown252,Unknown256,Unknown260,Unknown264,Unknown268,Unknown272,Unknown276,Unknown280,Unknown284,Unknown288,Unknown292,Unknown296,Unknown300,Unknown304,Unknown308,Unknown312,Unknown316,Unknown320,Unknown324,LightATK,ShadowATK,DarkATK,Unknown340,Unknown344,Unknown348,Unknown352,Unknown356,Unknown360,Unknown364,Unknown368,Unknown372,Unknown376,Unknown380,Unknown384,Unknown388,Unknown392,Unknown396,Unknown400,Unknown404,Unknown408,Unknown412,Unknown416,Unknown420,Unknown424,Unknown428,Unknown432,Unknown436,Unknown440,Unknown444,Unknown448,Unknown452,Unknown456,Unknown460,Unknown464,Unknown468,Unknown472,Unknown476,Unknown480,Unknown484,Unknown488,Unknown492,Unknown496,Unknown500,Unknown504,Unknown508,Unknown512,Unknown516,Unknown520,Unknown524,Unknown528,Unknown532,Unknown536,Unknown540,Unknown544,Unknown548,Unknown552,Unknown556,Unknown560,Unknown564,Unknown568,Unknown572,Unknown576,Unknown580,Unknown584,Unknown588,Unknown592,Unknown596,Unknown600,Unknown604,Unknown608,Unknown612,Unknown616,Unknown620,Unknown624,Unknown628,Unknown632,Unknown636,Unknown640,Unknown644,Unknown648,Unknown652,Unknown656,Unknown660,Unknown664,Unknown668,Unknown672,Unknown676,Unknown680,Unknown684,Unknown688,Unknown692,Unknown696,Unknown700,Unknown704,Unknown708,Unknown712,Unknown716,Unknown720,ImproveStone1_Chance,ImproveStone1_ID,ImproveStone2_Chance,ImproveStone2_ID,Unknown740,PetDropChance,PetID1,PetID2,Unknown756,Unknown760,Unknown764,Unknown768,Unknown772,Unknown776,Unknown780,Unknown784,Unknown788,Unknown792,Unknown796,Unknown800,Unknown804,Unknown808,Unknown812,Unknown816,Unknown820,Unknown824,Unknown828,Unknown832,Unknown836,Unknown840,Unknown844,Unknown848,Unknown852,Unknown856,Unknown860,Unknown864,Unknown868,Unknown872,Unknown876,Unknown880
609,Dragon,100,9000000,86,0,0,0,0,100,0,0,0,0,0,0,0,64,46,0,0,0,0,0,0,5,5,0,0,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Blue Dragon,100,3750000,85,0,0,0,0,100,0,0,0,0,0,0,0,64,46,0,0,0,0,0,0,5,5,0,0,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Dragon,100,3750000,86,0,0,0,0,100,0,0,0,0,0,0,0,64,46,0,0,0,0,0,0,5,5,0,0,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Mishima,123,4000000,237,1000,10,48,106,100,18600,2900,4,600,100,150,150,80,35,61,23,67,0,90,150,0,0,0,5,6,0,0,100,100,1000,130,1500,800,1000000,1000000,1000000,0,0,0,0,0,0,0,0,0,0,50,136,50,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Mishima,112,1600000,237,1000,10,48,106,100,6200,2650,4,300,50,100,100,80,35,61,23,67,0,90,150,0,0,0,5,6,0,0,100,100,1000,130,600,450,1000000,1000000,1000000,0,0,0,0,0,0,0,0,0,0,50,136,50,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,30,98999,99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,�청횉첨째쨈[1],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,�청횉첨째쨈[2],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,�청횉첨째쨈[3],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,�청횉첨째쨈[4],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,�청횉첨째쨈[5],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,�청횉첨째쨈[6],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,�청횉첨째쨈[7],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,�청횉첨째쨈[8],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,�청횉첨째쨈[9],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,�청횉첨째쨈[10],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,99547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,�청횉첨째쨈[11],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,�청횉첨째쨈[12],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,�청횉첨째쨈[13],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,�청횉첨째쨈[14],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,�청횉첨째쨈[15],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,�청횉첨째쨈[16],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,�청횉첨째쨈[17],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,�청횉첨째쨈[18],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,�청횉첨째쨈[19],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,�청횉첨째쨈[20],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,99548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,�청횉첨째쨈[21],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,99549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,�청횉첨째쨈[22],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,99549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,�청횉첨째쨈[23],145,500000,234,130,10,15,50,100,4587,2974,2,1200,150,150,150,22,9,61,2,67,0,90,150,0,0,480,5,2,0,0,49,100,150,30,800,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,99549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
