ID,Name,Level,ItemType,Rareness,Clan,Description1,Description2,Description3,LevelRequirement,HonorPointReq,PurchasePrice,SalePrice,DisplayItem2D,Strength,Dexterity,Vitality,Chi,Luck,Damage,Defense,LightDamage,ShadowDamage,DarkDamage,LightResistance,ShawdowResistance,DarkResistance,ChancetoHit,ChancetoDodge,PercentToDeadlyBlow,ValueType,Value1,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3
83251,Magic Ray Light Boots,125,12,2,4,,,,125,-15,463380,154460,1273,0,0,0,0,235,0,88,0,0,0,0,0,0,0,109,0,0,0,40,0,0,1,0,0
83252,Magic Ray Light Boots,125,12,2,4,,,,125,-15,463380,154460,1273,0,0,0,0,235,0,88,0,0,0,0,0,0,0,109,0,0,0,0,41,0,0,1,0
83253,Magic Ray Light Boots,125,12,2,4,,,,125,-15,463380,154460,1273,0,0,0,0,235,0,88,0,0,0,0,0,0,0,109,0,0,0,84,0,0,1,0,0
83254,Power Amulet,125,7,2,4,,,,125,-115,741140,247040,1122,0,0,0,28,69,0,0,0,0,0,171,140,171,0,0,0,0,0,45,0,0,1,0,0
83255,Power Amulet,125,7,2,4,,,,125,-115,741140,247040,1122,0,0,0,28,69,0,0,0,0,0,171,140,171,0,0,0,0,0,45,0,0,1,0,0
83256,Power Amulet,125,7,2,4,,,,125,-115,741140,247040,1122,0,0,0,28,69,0,0,0,0,0,171,140,171,0,0,0,0,0,45,0,0,1,0,0
83257,Dragon Gold Ring,125,11,2,4,,,,125,-15,738800,246260,1126,0,22,0,0,69,0,0,0,0,344,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83258,Dragon Gold Ring,125,11,2,4,,,,125,-15,738800,246260,1126,0,22,0,0,69,0,0,0,0,344,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83259,Dragon Gold Ring,125,11,2,4,,,,125,-15,738800,246260,1126,0,22,0,0,69,0,0,0,0,344,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83260,Demon Lord Dagger,126,19,2,4,,,,126,-309,955920,318640,1128,0,0,0,0,0,1017,0,0,0,127,0,0,0,97,0,0,0,0,70,97,0,1,1,0
83261,Demon Lord Long Blade,126,19,2,4,,,,126,-309,955920,318640,1137,0,0,0,0,0,1017,0,0,0,127,0,0,0,97,0,0,0,0,71,98,0,1,1,0
83262,Demon Lord Long Blade,126,19,2,4,,,,126,-309,955920,318640,1137,0,0,0,0,0,1017,0,0,0,127,0,0,0,97,0,0,0,0,48,49,0,1,1,0
83263,Blue Dragon Blade,126,20,2,4,,,,126,-309,956240,318740,1129,0,0,0,0,0,1059,0,0,0,161,0,0,0,97,0,0,0,0,72,99,0,1,1,0
83264,Mutated Spear,126,20,2,4,,,,126,-309,956240,318740,1138,0,0,0,0,0,1059,0,0,0,161,0,0,0,97,0,0,0,0,73,100,0,1,1,0
83265,Mutated Spear,126,20,2,4,,,,126,-309,956240,318740,1138,0,0,0,0,0,1059,0,0,0,161,0,0,0,97,0,0,0,0,52,53,0,1,1,0
83266,Demon Arm Scepter,126,21,2,4,,,,126,-309,955600,318530,1130,0,0,0,0,0,976,0,0,0,92,0,0,0,97,0,0,0,0,74,101,0,1,1,0
83267,Demonic Jade Scepter,126,21,2,4,,,,126,-309,955600,318530,1139,0,0,0,0,0,976,0,0,0,92,0,0,0,97,0,0,0,0,75,102,0,1,1,0
83268,Demonic Jade Scepter,126,21,2,4,,,,126,-309,955600,318530,1139,0,0,0,0,0,976,0,0,0,92,0,0,0,97,0,0,0,0,56,57,0,1,1,0
83269,Magic Ray Armor,126,9,2,4,,,,126,-209,953620,317870,1270,0,0,33,0,127,0,648,0,0,0,63,52,63,0,48,0,0,0,39,0,0,1,0,0
83270,Magic Ray Armor,126,9,2,4,,,,126,-209,953620,317870,1270,0,0,33,0,127,0,648,0,0,0,63,52,63,0,48,0,0,0,43,0,0,1,0,0
83271,Magic Ray Armor,126,9,2,4,,,,126,-209,953620,317870,1270,0,0,33,0,127,0,648,0,0,0,63,52,63,0,48,0,0,0,82,0,0,1,0,0
83272,Magic Ray Gloves,126,10,2,4,,,,126,-109,667530,222510,1272,0,0,0,0,168,0,184,0,0,0,0,0,0,226,0,0,0,0,42,0,0,1,0,0
83273,Magic Ray Gloves,126,10,2,4,,,,126,-109,667530,222510,1272,0,0,0,0,168,0,184,0,0,0,0,0,0,226,0,0,0,0,83,0,0,1,0,0
83274,Magic Ray Gloves,126,10,2,4,,,,126,-109,667530,222510,1272,0,0,0,0,168,0,184,0,0,0,0,0,0,226,0,0,0,0,83,0,0,1,0,0
83275,Magic Ray Light Boots,126,12,2,4,,,,126,-9,478220,159400,1273,0,0,0,0,238,0,92,0,0,0,0,0,0,0,112,0,0,0,40,0,0,1,0,0
83276,Magic Ray Light Boots,126,12,2,4,,,,126,-9,478220,159400,1273,0,0,0,0,238,0,92,0,0,0,0,0,0,0,112,0,0,0,0,41,0,0,1,0
83277,Magic Ray Light Boots,126,12,2,4,,,,126,-9,478220,159400,1273,0,0,0,0,238,0,92,0,0,0,0,0,0,0,112,0,0,0,84,0,0,1,0,0
83278,Power Amulet,126,7,2,4,,,,126,-109,764990,254990,1122,0,0,0,29,70,0,0,0,0,0,177,145,177,0,0,0,0,0,45,0,0,1,0,0
83279,Power Amulet,126,7,2,4,,,,126,-109,764990,254990,1122,0,0,0,29,70,0,0,0,0,0,177,145,177,0,0,0,0,0,45,0,0,1,0,0
83280,Power Amulet,126,7,2,4,,,,126,-109,764990,254990,1122,0,0,0,29,70,0,0,0,0,0,177,145,177,0,0,0,0,0,45,0,0,1,0,0
83281,Dragon Gold Ring,126,11,2,4,,,,126,-9,762580,254190,1126,0,23,0,0,70,0,0,0,0,356,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83282,Dragon Gold Ring,126,11,2,4,,,,126,-9,762580,254190,1126,0,23,0,0,70,0,0,0,0,356,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83283,Dragon Gold Ring,126,11,2,4,,,,126,-9,762580,254190,1126,0,23,0,0,70,0,0,0,0,356,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83284,Demon Lord Dagger,127,19,2,4,,,,127,-303,985740,328580,1128,0,0,0,0,0,1050,0,0,0,131,0,0,0,99,0,0,0,0,70,97,0,1,1,0
83285,Demon Lord Long Blade,127,19,2,4,,,,127,-303,985740,328580,1137,0,0,0,0,0,1050,0,0,0,131,0,0,0,99,0,0,0,0,71,98,0,1,1,0
83286,Demon Lord Long Blade,127,19,2,4,,,,127,-303,985740,328580,1137,0,0,0,0,0,1050,0,0,0,131,0,0,0,99,0,0,0,0,48,49,0,1,1,0
83287,Blue Dragon Blade,127,20,2,4,,,,127,-303,986070,328690,1129,0,0,0,0,0,1093,0,0,0,166,0,0,0,99,0,0,0,0,72,99,0,1,1,0
83288,Mutated Spear,127,20,2,4,,,,127,-303,986070,328690,1138,0,0,0,0,0,1093,0,0,0,166,0,0,0,99,0,0,0,0,73,100,0,1,1,0
83289,Mutated Spear,127,20,2,4,,,,127,-303,986070,328690,1138,0,0,0,0,0,1093,0,0,0,166,0,0,0,99,0,0,0,0,52,53,0,1,1,0
83290,Demon Arm Scepter,127,21,2,4,,,,127,-303,985410,328470,1130,0,0,0,0,0,1008,0,0,0,95,0,0,0,99,0,0,0,0,74,101,0,1,1,0
83291,Demonic Jade Scepter,127,21,2,4,,,,127,-303,985410,328470,1139,0,0,0,0,0,1008,0,0,0,95,0,0,0,99,0,0,0,0,75,102,0,1,1,0
83292,Demonic Jade Scepter,127,21,2,4,,,,127,-303,985410,328470,1139,0,0,0,0,0,1008,0,0,0,95,0,0,0,99,0,0,0,0,56,57,0,1,1,0
83293,Magic Ray Armor,127,9,2,4,,,,127,-203,983370,327790,1270,0,0,34,0,128,0,668,0,0,0,65,53,65,0,49,0,0,0,39,0,0,1,0,0
83294,Magic Ray Armor,127,9,2,4,,,,127,-203,983370,327790,1270,0,0,34,0,128,0,668,0,0,0,65,53,65,0,49,0,0,0,43,0,0,1,0,0
83295,Magic Ray Armor,127,9,2,4,,,,127,-203,983370,327790,1270,0,0,34,0,128,0,668,0,0,0,65,53,65,0,49,0,0,0,82,0,0,1,0,0
83296,Magic Ray Gloves,127,10,2,4,,,,127,-103,688320,229440,1272,0,0,0,0,170,0,190,0,0,0,0,0,0,234,0,0,0,0,42,0,0,1,0,0
83297,Magic Ray Gloves,127,10,2,4,,,,127,-103,688320,229440,1272,0,0,0,0,170,0,190,0,0,0,0,0,0,234,0,0,0,0,83,0,0,1,0,0
83298,Magic Ray Gloves,127,10,2,4,,,,127,-103,688320,229440,1272,0,0,0,0,170,0,190,0,0,0,0,0,0,234,0,0,0,0,83,0,0,1,0,0
83299,Magic Ray Light Boots,127,12,2,4,,,,127,-3,493050,164350,1273,0,0,0,0,241,0,94,0,0,0,0,0,0,0,116,0,0,0,40,0,0,1,0,0
83300,Magic Ray Light Boots,127,12,2,4,,,,127,-3,493050,164350,1273,0,0,0,0,241,0,94,0,0,0,0,0,0,0,116,0,0,0,0,41,0,0,1,0
83301,Magic Ray Light Boots,127,12,2,4,,,,127,-3,493050,164350,1273,0,0,0,0,241,0,94,0,0,0,0,0,0,0,116,0,0,0,84,0,0,1,0,0
83302,Power Amulet,127,7,2,4,,,,127,-103,788850,262950,1122,0,0,0,30,71,0,0,0,0,0,183,150,183,0,0,0,0,0,45,0,0,1,0,0
83303,Power Amulet,127,7,2,4,,,,127,-103,788850,262950,1122,0,0,0,30,71,0,0,0,0,0,183,150,183,0,0,0,0,0,45,0,0,1,0,0
83304,Power Amulet,127,7,2,4,,,,127,-103,788850,262950,1122,0,0,0,30,71,0,0,0,0,0,183,150,183,0,0,0,0,0,45,0,0,1,0,0
83305,Dragon Gold Ring,127,11,2,4,,,,127,-3,786360,262120,1126,0,24,0,0,71,0,0,0,0,367,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83306,Dragon Gold Ring,127,11,2,4,,,,127,-3,786360,262120,1126,0,24,0,0,71,0,0,0,0,367,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83307,Dragon Gold Ring,127,11,2,4,,,,127,-3,786360,262120,1126,0,24,0,0,71,0,0,0,0,367,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83308,Demon Lord Dagger,128,19,2,4,,,,128,-297,1015550,338510,1128,0,0,0,0,0,1082,0,0,0,135,0,0,0,103,0,0,0,0,70,97,0,1,1,0
83309,Demon Lord Long Blade,128,19,2,4,,,,128,-297,1015550,338510,1137,0,0,0,0,0,1082,0,0,0,135,0,0,0,103,0,0,0,0,71,98,0,1,1,0
83310,Demon Lord Long Blade,128,19,2,4,,,,128,-297,1015550,338510,1137,0,0,0,0,0,1082,0,0,0,135,0,0,0,103,0,0,0,0,48,49,0,1,1,0
83311,Blue Dragon Blade,128,20,2,4,,,,128,-297,1015880,338620,1129,0,0,0,0,0,1125,0,0,0,171,0,0,0,103,0,0,0,0,72,99,0,1,1,0
83312,Mutated Spear,128,20,2,4,,,,128,-297,1015880,338620,1138,0,0,0,0,0,1125,0,0,0,171,0,0,0,103,0,0,0,0,73,100,0,1,1,0
83313,Mutated Spear,128,20,2,4,,,,128,-297,1015880,338620,1138,0,0,0,0,0,1125,0,0,0,171,0,0,0,103,0,0,0,0,52,53,0,1,1,0
83314,Demon Arm Scepter,128,21,2,4,,,,128,-297,1015200,338400,1130,0,0,0,0,0,1038,0,0,0,98,0,0,0,103,0,0,0,0,74,101,0,1,1,0
83315,Demonic Jade Scepter,128,21,2,4,,,,128,-297,1015200,338400,1139,0,0,0,0,0,1038,0,0,0,98,0,0,0,103,0,0,0,0,75,102,0,1,1,0
83316,Demonic Jade Scepter,128,21,2,4,,,,128,-297,1015200,338400,1139,0,0,0,0,0,1038,0,0,0,98,0,0,0,103,0,0,0,0,56,57,0,1,1,0
83317,Magic Ray Armor,128,9,2,4,,,,128,-197,1013140,337710,1270,0,0,35,0,129,0,688,0,0,0,67,55,67,0,51,0,0,0,39,0,0,1,0,0
83318,Magic Ray Armor,128,9,2,4,,,,128,-197,1013140,337710,1270,0,0,35,0,129,0,688,0,0,0,67,55,67,0,51,0,0,0,43,0,0,1,0,0
83319,Magic Ray Armor,128,9,2,4,,,,128,-197,1013140,337710,1270,0,0,35,0,129,0,688,0,0,0,67,55,67,0,51,0,0,0,82,0,0,1,0,0
83320,Magic Ray Gloves,128,10,2,4,,,,128,-97,709100,236360,1272,0,0,0,0,172,0,196,0,0,0,0,0,0,240,0,0,0,0,42,0,0,1,0,0
83321,Magic Ray Gloves,128,10,2,4,,,,128,-97,709100,236360,1272,0,0,0,0,172,0,196,0,0,0,0,0,0,240,0,0,0,0,83,0,0,1,0,0
83322,Magic Ray Gloves,128,10,2,4,,,,128,-97,709100,236360,1272,0,0,0,0,172,0,196,0,0,0,0,0,0,240,0,0,0,0,83,0,0,1,0,0
83323,Magic Ray Light Boots,128,12,2,4,,,,128,0,507890,169290,1273,0,0,0,0,244,0,98,0,0,0,0,0,0,0,120,0,0,0,40,0,0,1,0,0
83324,Magic Ray Light Boots,128,12,2,4,,,,128,0,507890,169290,1273,0,0,0,0,244,0,98,0,0,0,0,0,0,0,120,0,0,0,0,41,0,0,1,0
83325,Magic Ray Light Boots,128,12,2,4,,,,128,0,507890,169290,1273,0,0,0,0,244,0,98,0,0,0,0,0,0,0,120,0,0,0,84,0,0,1,0,0
83326,Power Amulet,128,7,2,4,,,,128,-97,812700,270900,1122,0,0,0,31,72,0,0,0,0,0,188,154,188,0,0,0,0,0,45,0,0,1,0,0
83327,Power Amulet,128,7,2,4,,,,128,-97,812700,270900,1122,0,0,0,31,72,0,0,0,0,0,188,154,188,0,0,0,0,0,45,0,0,1,0,0
83328,Power Amulet,128,7,2,4,,,,128,-97,812700,270900,1122,0,0,0,31,72,0,0,0,0,0,188,154,188,0,0,0,0,0,45,0,0,1,0,0
83329,Dragon Gold Ring,128,11,2,4,,,,128,0,810140,270040,1126,0,25,0,0,72,0,0,0,0,378,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83330,Dragon Gold Ring,128,11,2,4,,,,128,0,810140,270040,1126,0,25,0,0,72,0,0,0,0,378,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83331,Dragon Gold Ring,128,11,2,4,,,,128,0,810140,270040,1126,0,25,0,0,72,0,0,0,0,378,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83332,Demon Lord Dagger,129,19,2,4,,,,129,-291,1045350,348450,1128,0,0,0,0,0,1113,0,0,0,139,0,0,0,105,0,0,0,0,70,97,0,1,1,0
83333,Demon Lord Long Blade,129,19,2,4,,,,129,-291,1045350,348450,1137,0,0,0,0,0,1113,0,0,0,139,0,0,0,105,0,0,0,0,71,98,0,1,1,0
83334,Demon Lord Long Blade,129,19,2,4,,,,129,-291,1045350,348450,1137,0,0,0,0,0,1113,0,0,0,139,0,0,0,105,0,0,0,0,48,49,0,1,1,0
83335,Blue Dragon Blade,129,20,2,4,,,,129,-291,1045700,348560,1129,0,0,0,0,0,1159,0,0,0,176,0,0,0,105,0,0,0,0,72,99,0,1,1,0
83336,Mutated Spear,129,20,2,4,,,,129,-291,1045700,348560,1138,0,0,0,0,0,1159,0,0,0,176,0,0,0,105,0,0,0,0,73,100,0,1,1,0
83337,Mutated Spear,129,20,2,4,,,,129,-291,1045700,348560,1138,0,0,0,0,0,1159,0,0,0,176,0,0,0,105,0,0,0,0,52,53,0,1,1,0
83338,Demon Arm Scepter,129,21,2,4,,,,129,-291,1045000,348330,1130,0,0,0,0,0,1069,0,0,0,101,0,0,0,105,0,0,0,0,74,101,0,1,1,0
83339,Demonic Jade Scepter,129,21,2,4,,,,129,-291,1045000,348330,1139,0,0,0,0,0,1069,0,0,0,101,0,0,0,105,0,0,0,0,75,102,0,1,1,0
83340,Demonic Jade Scepter,129,21,2,4,,,,129,-291,1045000,348330,1139,0,0,0,0,0,1069,0,0,0,101,0,0,0,105,0,0,0,0,56,57,0,1,1,0
83341,Magic Ray Armor,129,9,2,4,,,,129,-191,1042910,347630,1270,0,0,36,0,130,0,709,0,0,0,69,57,69,0,52,0,0,0,39,0,0,1,0,0
83342,Magic Ray Armor,129,9,2,4,,,,129,-191,1042910,347630,1270,0,0,36,0,130,0,709,0,0,0,69,57,69,0,52,0,0,0,43,0,0,1,0,0
83343,Magic Ray Armor,129,9,2,4,,,,129,-191,1042910,347630,1270,0,0,36,0,130,0,709,0,0,0,69,57,69,0,52,0,0,0,82,0,0,1,0,0
83344,Magic Ray Gloves,129,10,2,4,,,,129,-91,729870,243290,1272,0,0,0,0,174,0,201,0,0,0,0,0,0,247,0,0,0,0,42,0,0,1,0,0
83345,Magic Ray Gloves,129,10,2,4,,,,129,-91,729870,243290,1272,0,0,0,0,174,0,201,0,0,0,0,0,0,247,0,0,0,0,83,0,0,1,0,0
83346,Magic Ray Gloves,129,10,2,4,,,,129,-91,729870,243290,1272,0,0,0,0,174,0,201,0,0,0,0,0,0,247,0,0,0,0,83,0,0,1,0,0
83347,Magic Ray Light Boots,129,12,2,4,,,,129,0,522730,174240,1273,0,0,0,0,247,0,100,0,0,0,0,0,0,0,123,0,0,0,40,0,0,1,0,0
83348,Magic Ray Light Boots,129,12,2,4,,,,129,0,522730,174240,1273,0,0,0,0,247,0,100,0,0,0,0,0,0,0,123,0,0,0,0,41,0,0,1,0
83349,Magic Ray Light Boots,129,12,2,4,,,,129,0,522730,174240,1273,0,0,0,0,247,0,100,0,0,0,0,0,0,0,123,0,0,0,84,0,0,1,0,0
83350,Power Amulet,129,7,2,4,,,,129,-91,836550,278850,1122,0,0,0,32,73,0,0,0,0,0,194,159,194,0,0,0,0,0,45,0,0,1,0,0
83351,Power Amulet,129,7,2,4,,,,129,-91,836550,278850,1122,0,0,0,32,73,0,0,0,0,0,194,159,194,0,0,0,0,0,45,0,0,1,0,0
83352,Power Amulet,129,7,2,4,,,,129,-91,836550,278850,1122,0,0,0,32,73,0,0,0,0,0,194,159,194,0,0,0,0,0,45,0,0,1,0,0
83353,Dragon Gold Ring,129,11,2,4,,,,129,0,833880,277960,1126,0,25,0,0,73,0,0,0,0,390,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83354,Dragon Gold Ring,129,11,2,4,,,,129,0,833880,277960,1126,0,25,0,0,73,0,0,0,0,390,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83355,Dragon Gold Ring,129,11,2,4,,,,129,0,833880,277960,1126,0,25,0,0,73,0,0,0,0,390,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83356,Demon Lord Dagger,130,19,2,4,,,,130,-285,1075170,358390,1128,0,0,0,0,0,1146,0,0,0,143,0,0,0,109,0,0,0,0,70,97,0,1,1,0
83357,Demon Lord Long Blade,130,19,2,4,,,,130,-285,1075170,358390,1137,0,0,0,0,0,1146,0,0,0,143,0,0,0,109,0,0,0,0,71,98,0,1,1,0
83358,Demon Lord Long Blade,130,19,2,4,,,,130,-285,1075170,358390,1137,0,0,0,0,0,1146,0,0,0,143,0,0,0,109,0,0,0,0,48,49,0,1,1,0
83359,Blue Dragon Blade,130,20,2,4,,,,130,-285,1075530,358510,1129,0,0,0,0,0,1192,0,0,0,181,0,0,0,109,0,0,0,0,72,99,0,1,1,0
83360,Mutated Spear,130,20,2,4,,,,130,-285,1075530,358510,1138,0,0,0,0,0,1192,0,0,0,181,0,0,0,109,0,0,0,0,73,100,0,1,1,0
83361,Mutated Spear,130,20,2,4,,,,130,-285,1075530,358510,1138,0,0,0,0,0,1192,0,0,0,181,0,0,0,109,0,0,0,0,52,53,0,1,1,0
83362,Demon Arm Scepter,130,21,2,4,,,,130,-285,1074800,358260,1130,0,0,0,0,0,1099,0,0,0,104,0,0,0,109,0,0,0,0,74,101,0,1,1,0
83363,Demonic Jade Scepter,130,21,2,4,,,,130,-285,1074800,358260,1139,0,0,0,0,0,1099,0,0,0,104,0,0,0,109,0,0,0,0,75,102,0,1,1,0
83364,Demonic Jade Scepter,130,21,2,4,,,,130,-285,1074800,358260,1139,0,0,0,0,0,1099,0,0,0,104,0,0,0,109,0,0,0,0,56,57,0,1,1,0
83365,Magic Ray Armor,130,9,2,4,,,,130,-185,1072730,357570,1270,0,0,38,0,131,0,729,0,0,0,71,58,71,0,54,0,0,0,39,0,0,1,0,0
83366,Magic Ray Armor,130,9,2,4,,,,130,-185,1072730,357570,1270,0,0,38,0,131,0,729,0,0,0,71,58,71,0,54,0,0,0,43,0,0,1,0,0
83367,Magic Ray Armor,130,9,2,4,,,,130,-185,1072730,357570,1270,0,0,38,0,131,0,729,0,0,0,71,58,71,0,54,0,0,0,82,0,0,1,0,0
83368,Magic Ray Gloves,130,10,2,4,,,,130,-85,750650,250210,1272,0,0,0,0,176,0,207,0,0,0,0,0,0,254,0,0,0,0,42,0,0,1,0,0
83369,Magic Ray Gloves,130,10,2,4,,,,130,-85,750650,250210,1272,0,0,0,0,176,0,207,0,0,0,0,0,0,254,0,0,0,0,83,0,0,1,0,0
83370,Magic Ray Gloves,130,10,2,4,,,,130,-85,750650,250210,1272,0,0,0,0,176,0,207,0,0,0,0,0,0,254,0,0,0,0,83,0,0,1,0,0
83371,Magic Ray Light Boots,130,12,2,4,,,,130,0,537560,179180,1273,0,0,0,0,250,0,103,0,0,0,0,0,0,0,127,0,0,0,40,0,0,1,0,0
83372,Magic Ray Light Boots,130,12,2,4,,,,130,0,537560,179180,1273,0,0,0,0,250,0,103,0,0,0,0,0,0,0,127,0,0,0,0,41,0,0,1,0
83373,Magic Ray Light Boots,130,12,2,4,,,,130,0,537560,179180,1273,0,0,0,0,250,0,103,0,0,0,0,0,0,0,127,0,0,0,84,0,0,1,0,0
83374,Power Amulet,130,7,2,4,,,,130,-85,860400,286800,1122,0,0,0,33,74,0,0,0,0,0,200,163,200,0,0,0,0,0,45,0,0,1,0,0
83375,Power Amulet,130,7,2,4,,,,130,-85,860400,286800,1122,0,0,0,33,74,0,0,0,0,0,200,163,200,0,0,0,0,0,45,0,0,1,0,0
83376,Power Amulet,130,7,2,4,,,,130,-85,860400,286800,1122,0,0,0,33,74,0,0,0,0,0,200,163,200,0,0,0,0,0,45,0,0,1,0,0
83377,Dragon Gold Ring,130,11,2,4,,,,130,0,857650,285880,1126,0,26,0,0,74,0,0,0,0,400,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83378,Dragon Gold Ring,130,11,2,4,,,,130,0,857650,285880,1126,0,26,0,0,74,0,0,0,0,400,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83379,Dragon Gold Ring,130,11,2,4,,,,130,0,857650,285880,1126,0,26,0,0,74,0,0,0,0,400,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83380,Demon Lord Dagger,131,19,2,4,,,,131,-279,1104980,368320,1128,0,0,0,0,0,1178,0,0,0,147,0,0,0,111,0,0,0,0,70,97,0,1,1,0
83381,Demon Lord Long Blade,131,19,2,4,,,,131,-279,1104980,368320,1137,0,0,0,0,0,1178,0,0,0,147,0,0,0,111,0,0,0,0,71,98,0,1,1,0
83382,Demon Lord Long Blade,131,19,2,4,,,,131,-279,1104980,368320,1137,0,0,0,0,0,1178,0,0,0,147,0,0,0,111,0,0,0,0,48,49,0,1,1,0
83383,Blue Dragon Blade,131,20,2,4,,,,131,-279,1105350,368450,1129,0,0,0,0,0,1226,0,0,0,187,0,0,0,111,0,0,0,0,72,99,0,1,1,0
83384,Mutated Spear,131,20,2,4,,,,131,-279,1105350,368450,1138,0,0,0,0,0,1226,0,0,0,187,0,0,0,111,0,0,0,0,73,100,0,1,1,0
83385,Mutated Spear,131,20,2,4,,,,131,-279,1105350,368450,1138,0,0,0,0,0,1226,0,0,0,187,0,0,0,111,0,0,0,0,52,53,0,1,1,0
83386,Demon Arm Scepter,131,21,2,4,,,,131,-279,1104600,368200,1130,0,0,0,0,0,1130,0,0,0,107,0,0,0,111,0,0,0,0,74,101,0,1,1,0
83387,Demonic Jade Scepter,131,21,2,4,,,,131,-279,1104600,368200,1139,0,0,0,0,0,1130,0,0,0,107,0,0,0,111,0,0,0,0,75,102,0,1,1,0
83388,Demonic Jade Scepter,131,21,2,4,,,,131,-279,1104600,368200,1139,0,0,0,0,0,1130,0,0,0,107,0,0,0,111,0,0,0,0,56,57,0,1,1,0
83389,Magic Ray Armor,131,9,2,4,,,,131,-179,1102490,367490,1270,0,0,39,0,132,0,750,0,0,0,73,60,73,0,55,0,0,0,39,0,0,1,0,0
83390,Magic Ray Armor,131,9,2,4,,,,131,-179,1102490,367490,1270,0,0,39,0,132,0,750,0,0,0,73,60,73,0,55,0,0,0,43,0,0,1,0,0
83391,Magic Ray Armor,131,9,2,4,,,,131,-179,1102490,367490,1270,0,0,39,0,132,0,750,0,0,0,73,60,73,0,55,0,0,0,82,0,0,1,0,0
83392,Magic Ray Gloves,131,10,2,4,,,,131,-79,771440,257140,1272,0,0,0,0,178,0,213,0,0,0,0,0,0,261,0,0,0,0,42,0,0,1,0,0
83393,Magic Ray Gloves,131,10,2,4,,,,131,-79,771440,257140,1272,0,0,0,0,178,0,213,0,0,0,0,0,0,261,0,0,0,0,83,0,0,1,0,0
83394,Magic Ray Gloves,131,10,2,4,,,,131,-79,771440,257140,1272,0,0,0,0,178,0,213,0,0,0,0,0,0,261,0,0,0,0,83,0,0,1,0,0
83395,Magic Ray Light Boots,131,12,2,4,,,,131,0,552390,184130,1273,0,0,0,0,253,0,106,0,0,0,0,0,0,0,130,0,0,0,40,0,0,1,0,0
83396,Magic Ray Light Boots,131,12,2,4,,,,131,0,552390,184130,1273,0,0,0,0,253,0,106,0,0,0,0,0,0,0,130,0,0,0,0,41,0,0,1,0
83397,Magic Ray Light Boots,131,12,2,4,,,,131,0,552390,184130,1273,0,0,0,0,253,0,106,0,0,0,0,0,0,0,130,0,0,0,84,0,0,1,0,0
83398,Power Amulet,131,7,2,4,,,,131,-79,884250,294750,1122,0,0,0,34,75,0,0,0,0,0,205,168,205,0,0,0,0,0,45,0,0,1,0,0
83399,Power Amulet,131,7,2,4,,,,131,-79,884250,294750,1122,0,0,0,34,75,0,0,0,0,0,205,168,205,0,0,0,0,0,45,0,0,1,0,0
83400,Power Amulet,131,7,2,4,,,,131,-79,884250,294750,1122,0,0,0,34,75,0,0,0,0,0,205,168,205,0,0,0,0,0,45,0,0,1,0,0
83401,Dragon Gold Ring,131,11,2,4,,,,131,0,881440,293810,1126,0,27,0,0,75,0,0,0,0,411,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83402,Dragon Gold Ring,131,11,2,4,,,,131,0,881440,293810,1126,0,27,0,0,75,0,0,0,0,411,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83403,Dragon Gold Ring,131,11,2,4,,,,131,0,881440,293810,1126,0,27,0,0,75,0,0,0,0,411,0,0,0,0,0,20,0,0,44,0,0,1,0,0
83404,Demon Lord Dagger,132,19,2,4,,,,132,-273,1134780,378260,1128,0,0,0,0,0,1209,0,0,0,151,0,0,0,115,0,0,0,0,70,97,0,1,1,0
83405,Demon Lord Long Blade,132,19,2,4,,,,132,-273,1134780,378260,1137,0,0,0,0,0,1209,0,0,0,151,0,0,0,115,0,0,0,0,71,98,0,1,1,0
83406,Demon Lord Long Blade,132,19,2,4,,,,132,-273,1134780,378260,1137,0,0,0,0,0,1209,0,0,0,151,0,0,0,115,0,0,0,0,48,49,0,1,1,0
83407,Blue Dragon Blade,132,20,2,4,,,,132,-273,1135170,378390,1129,0,0,0,0,0,1258,0,0,0,192,0,0,0,115,0,0,0,0,72,99,0,1,1,0
83408,Mutated Spear,132,20,2,4,,,,132,-273,1135170,378390,1138,0,0,0,0,0,1258,0,0,0,192,0,0,0,115,0,0,0,0,73,100,0,1,1,0
