ID,Name,Description1,Description2,Description3
83779,"파황독고목화","","",""
83780,"파황독고목화","","",""
83781,"파황독고목화","","",""
83782,"용아흑명패","","",""
83783,"용아흑명패","","",""
83784,"용아흑명패","","",""
83785,"용아흑명환","","",""
83786,"용아흑명환","","",""
83787,"용아흑명환","","",""
83788,"귀룡혈왕도","","",""
83789,"귀룡혈왕도","","",""
83790,"귀룡혈왕도","","",""
83791,"혈룡참월도","","",""
83792,"혈룡참월도","","",""
83793,"혈룡참월도","","",""
83794,"마룡불타저","","",""
83795,"마룡불타저","","",""
83796,"마룡불타저","","",""
83797,"암명혈괴신갑","","",""
83798,"암명혈괴신갑","","",""
83799,"암명혈괴신갑","","",""
83800,"암명혈괴호완","","",""
83801,"암명혈괴호완","","",""
83802,"암명혈괴호완","","",""
83803,"암명혈괴목화","","",""
83804,"암명혈괴목화","","",""
83805,"암명혈괴목화","","",""
83806,"광룡옥석패","","",""
83807,"광룡옥석패","","",""
83808,"광룡옥석패","","",""
83809,"광룡백금환","","",""
83810,"광룡백금환","","",""
83811,"광룡백금환","","",""
83812,"황룡경천검","","",""
83813,"황룡경천검","","",""
83814,"황룡경천검","","",""
83815,"옥룡천광보도","","",""
83816,"옥룡천광보도","","",""
83817,"옥룡천광보도","","",""
83818,"용왕벽성투옥","","",""
83819,"용왕벽성투옥","","",""
83820,"용왕벽성투옥","","",""
83821,"살원용비도","","",""
83822,"살원용비도","","",""
83823,"살원용비도","","",""
83824,"용아천살극","","",""
83825,"용아천살극","","",""
83826,"용아천살극","","",""
83827,"백룡오현","","",""
83828,"백룡오현","","",""
83829,"백룡오현","","",""
83830,"귀룡혈왕도","","",""
83831,"귀룡혈왕도","","",""
83832,"귀룡혈왕도","","",""
83833,"혈룡참월도","","",""
83834,"혈룡참월도","","",""
83835,"혈룡참월도","","",""
83836,"마룡불타저","","",""
83837,"마룡불타저","","",""
83838,"마룡불타저","","",""
83839,"초행무사의 청공검","","",""
83840,"초행무사의 흑주무복","","",""
83841,"초행무사의 흑주호완","","",""
83842,"초행무사의 흑주목화","","",""
83843,"초행무사의 옥령지환","","",""
83844,"초행무사의 홍옥보주","","",""
83845,"초행무사의 자웅호령극","","",""
83846,"초행무사의 흑룡무의","","",""
83847,"초행무사의 흑룡호완","","",""
83848,"초행무사의 흑룡흑피화","","",""
83849,"초행무사의 옥령지환","","",""
83850,"초행무사의 홍옥보주","","",""
83851,"초행무사의 구마용두도","","",""
83852,"초행무사의 귀면단철갑","","",""
83853,"초행무사의 귀면목구호완","","",""
83854,"초행무사의 귀면목화","","",""
83855,"초행무사의 옥령지환","","",""
83856,"초행무사의 홍옥보주","","",""
83857,"초행무사의 백옥보검","","",""
83858,"초행무사의 홍리무복","","",""
83859,"초행무사의 홍리호완","","",""
83860,"초행무사의 홍리목화","","",""
83861,"초행무사의 금강지환","","",""
83862,"초행무사의 운룡금패","","",""
83863,"초행무사의 낭아쌍살극","","",""
83864,"초행무사의 패왕천추갑","","",""
83865,"초행무사의 패왕천추호완","","",""
83866,"초행무사의 패왕천추목화","","",""
83867,"초행무사의 흑옥지환","","",""
83868,"초행무사의 귀각보패","","",""
83869,"초행무사의 염왕참마도","","",""
83870,"초행무사의 혈웅무패갑","","",""
83871,"초행무사의 혈웅무패호완","","",""
83872,"초행무사의 혈웅목화","","",""
83873,"초행무사의 파공옥환","","",""
83874,"초행무사의 마령신패","","",""
83875,"초행무사의 묵광보검","","",""
83876,"초행무사의 곤룡무복","","",""
83877,"초행무사의 곤룡호완","","",""
83878,"초행무사의 곤룡협금화","","",""
83879,"초행무사의 법문금환","","",""
83880,"초행무사의 녹문금패","","",""
83881,"초행무사의 예조쌍섬","","",""
83882,"초행무사의 살성무의갑","","",""
83883,"초행무사의 살성무의호완","","",""
83884,"초행무사의 살성무의목화","","",""
83885,"초행무사의 흑랑지환","","",""
83886,"초행무사의 사신흑패","","",""
83887,"초행무사의 혈벽탈괘도","","",""
83888,"초행무사의 귀문구배갑","","",""
83889,"초행무사의 귀문구배호완","","",""
83890,"초행무사의 귀문구배목화","","",""
83891,"초행무사의 범문지환","","",""
83892,"초행무사의 염마보주","","",""
83893,"초행무사의 금박유영검","","",""
83894,"초행무사의 설백무복","","",""
83895,"초행무사의 설백호완","","",""
83896,"초행무사의 설백협금화","","",""
83897,"초행무사의 호복금환","","",""
83898,"초행무사의 상황금쇄","","",""
83899,"초행무사의 월광쌍섬","","",""
83900,"초행무사의 사신철괘갑","","",""
83901,"초행무사의 사신철괘호완","","",""
83902,"초행무사의 사신철괘목화","","",""
83903,"초행무사의 파천옥환","","",""
83904,"초행무사의 흑뢰보주","","",""
83905,"초행무사의 혈문용왕도","","",""
83906,"초행무사의 단공별부갑","","",""
83907,"초행무사의 단공별부호완","","",""
83908,"초행무사의 단공별부목화","","",""
83909,"초행무사의 야명옥환","","",""
83910,"초행무사의 천마칠절","","",""
83911,"초행무사의 진천벽리검","","",""
83912,"초행무사의 천웅무복","","",""
83913,"초행무사의 천웅호완","","",""
83914,"초행무사의 천웅목화","","",""
83915,"초행무사의 천금지환","","",""
83916,"초행무사의 천보금쇄","","",""
83917,"초행무사의 귀룡쌍섬","","",""
83918,"초행무사의 독패천성갑","","",""
83919,"초행무사의 천성호완","","",""
83920,"초행무사의 천성목화","","",""
83921,"초행무사의 묵룡지환","","",""
83922,"초행무사의 패왕보주","","",""
83923,"초행무사의 혈천거치도","","",""
83924,"초행무사의 마령멸천갑","","",""
83925,"초행무사의 마령멸천호완","","",""
83926,"초행무사의 마령멸천목화","","",""
83927,"초행무사의 마광지환","","",""
83928,"초행무사의 귀안요주","","",""
83929,"초행무사의 황룡경천검","","",""
83930,"초행무사의 용문천상복","","",""
83931,"초행무사의 용문천상호완","","",""
83932,"초행무사의 용문천상목화","","",""
83933,"초행무사의 용안천보환","","",""
83934,"초행무사의 용안천보패","","",""
83935,"초행무사의 용아천살극","","",""
83936,"초행무사의 묵룡효월갑","","",""
83937,"초행무사의 묵룡효월호완","","",""
83938,"초행무사의 묵룡효월목화","","",""
83939,"초행무사의 용아흑명환","","",""
83940,"초행무사의 용아흑명패","","",""
83941,"초행무사의 귀룡혈왕도","","",""
83942,"초행무사의 용마광수갑","","",""
83943,"초행무사의 용마광수호완","","",""
83944,"초행무사의 용마광수목화","","",""
83945,"초행무사의 광룡백금환","","",""
83946,"초행무사의 광룡옥석패","","",""
83947,"초행무사의 옥룡천광보도","","",""
83948,"초행무사의 용문천상복","","",""
83949,"초행무사의 용문천상호완","","",""
83950,"초행무사의 용문천상목화","","",""
83951,"초행무사의 용안천보환","","",""
83952,"초행무사의 용안천보패","","",""
83953,"초행무사의 살원용비도","","",""
83954,"초행무사의 묵룡효월갑","","",""
83955,"초행무사의 묵룡효월호완","","",""
83956,"초행무사의 묵룡효월목화","","",""
83957,"초행무사의 용아흑명환","","",""
83958,"초행무사의 용아흑명패","","",""
83959,"초행무사의 혈룡참월도","","",""
83960,"초행무사의 용마광수갑","","",""
83961,"초행무사의 용마광수호완","","",""
83962,"초행무사의 용마광수목화","","",""
83963,"초행무사의 광룡백금환","","",""
83964,"초행무사의 광룡옥석패","","",""
83965,"초행무사의 옥룡천광보도","","",""
83966,"초행무사의 영웅무패신갑","","",""
83967,"초행무사의 영웅무패호완","","",""
83968,"초행무사의 영웅무패목화","","",""
83969,"초행무사의 용안천보패","","",""
83970,"초행무사의 용안천보환","","",""
83971,"초행무사의 살원용비도","","",""
83972,"초행무사의 파군칠성신갑","","",""
83973,"초행무사의 파군칠성호완","","",""
83974,"초행무사의 파군칠성화","","",""
83975,"초행무사의 용아흑명패","","",""
83976,"초행무사의 용아흑명환","","",""
83977,"초행무사의 혈룡참월도","","",""
83978,"초행무사의 암황혈룡신갑","","",""
83979,"초행무사의 암황혈룡호완","","",""
83980,"초행무사의 암황혈룡화","","",""
83981,"초행무사의 광룡옥석패","","",""
83982,"초행무사의 광룡백금환","","",""
83983,"초행무사의 천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
83984,"초행무사의 비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
83985,"초행무사의 흑뢰천살","패왕파천련","태도 전용","6초식 무공"
83986,"초행무사의 흑섬연살","패왕파천련","태도 전용","7초식 무공"
83987,"초행무사의 흑무귀살","혈무교","장창 전용","6초식 무공"
83988,"초행무사의 멸천혈옥살","혈무교","장창 전용","7초식 무공"
90001,"오성연환진","동행 진법무공","동행원들의","공격성공 상승"
90002,"오성환원진","동행 진법무공","동행원들의","공격회피 상승"
90003,"무극살상진","동행 진법무공","진 안의","적 1인 공격"
90004,"천왕호각진","동행 진법무공","동행원들의","호신강기 형성"
90005,"파공오행진","동행 진법무공","진 안의","영역 점혈 공격"
90006,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
90007,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
90008,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
90009,"천왕후","개인 공용무공","행운을 상승 시킴",""
90010,"오성연환진","동행 진법무공","동행원들의","공격성공 상승"
90011,"오성환원진","동행 진법무공","동행원들의","공격회피 상승"
90012,"무극살상진","동행 진법무공","진 안의","적 1인 공격"
90013,"천왕호각진","동행 진법무공","동행원들의","호신강기 형성"
90014,"파공오행진","동행 진법무공","진 안의","영역 점혈 공격"
90015,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
90016,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
90017,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
90018,"천왕후","개인 공용무공","행운을 상승 시킴",""
90019,"오성연환진","동행 진법무공","동행원들의","공격성공 상승"
90020,"오성환원진","동행 진법무공","동행원들의","공격회피 상승"
90021,"무극살상진","동행 진법무공","진 안의","적 1인 공격"
90022,"천왕호각진","동행 진법무공","동행원들의","호신강기 형성"
90023,"파공오행진","동행 진법무공","진 안의","영역 점혈 공격"
90024,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
90025,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
90026,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
90027,"천왕후","개인 공용무공","행운을 상승 시킴",""
90028,"자옥성석","아이템을 승급할때","사용한다.",""
90029,"적명옥석","아이템을 승급할때","사용한다.",""
90030,"금박호리병(대)","장착을 한 뒤","단축키 Q로 사용가능",""
90031,"천공단","단축키 Y로 사용가능","영물의 활동성을","50% 상승시킴"
98999,"광혼정","성장한 광혼정은","주인의 생명력을 ","상승시켜 줍니다."
99000,"화접령","성장한 화접령은","주인의 방어력을","상승시켜 줍니다."
99001,"복마신조","성장한 복마신조는","주인의 공격력을","상승시켜 줍니다."
99002,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99003,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99004,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99005,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99006,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99007,"천마무영세","백도십삼천","권 전용","7초식 무공"
99008,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99009,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99010,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99011,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99012,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99013,"천마무영세","백도십삼천","권 전용","7초식 무공"
99014,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99015,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99016,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99017,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99018,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99019,"천마무영세","백도십삼천","권 전용","7초식 무공"
99020,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99021,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99022,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99023,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99024,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99025,"천마무영세","백도십삼천","권 전용","7초식 무공"
99026,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99027,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99028,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99029,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99030,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99031,"천마무영세","백도십삼천","권 전용","7초식 무공"
99032,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99033,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99034,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99035,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99036,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99037,"천마무영세","백도십삼천","권 전용","7초식 무공"
99038,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99039,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99040,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99041,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99042,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99043,"천마무영세","백도십삼천","권 전용","7초식 무공"
99044,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
99045,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
99046,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
99047,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
99048,"벽룡심권","백도십삼천","권 전용","6초식 무공"
99049,"천마무영세","백도십삼천","권 전용","7초식 무공"
99050,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99051,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99052,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99053,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99054,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99055,"월영비천","패왕파천련","비파 전용","7초식 무공"
99056,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99057,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99058,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99059,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99060,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99061,"월영비천","패왕파천련","비파 전용","7초식 무공"
99062,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99063,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99064,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99065,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99066,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99067,"월영비천","패왕파천련","비파 전용","7초식 무공"
99068,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99069,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99070,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99071,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99072,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99073,"월영비천","패왕파천련","비파 전용","7초식 무공"
99074,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99075,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99076,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99077,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99078,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99079,"월영비천","패왕파천련","비파 전용","7초식 무공"
99080,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99081,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99082,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99083,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99084,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99085,"월영비천","패왕파천련","비파 전용","7초식 무공"
99086,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99087,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99088,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99089,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99090,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99091,"월영비천","패왕파천련","비파 전용","7초식 무공"
99092,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
99093,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
99094,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
99095,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
99096,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
99097,"월영비천","패왕파천련","비파 전용","7초식 무공"
99098,"혈염파천","혈무교","박도 전용","6초식 무공"
99099,"광마천횡","혈무교","박도 전용","7초식 무공"
99100,"흑무귀살","혈무교","장창 전용","6초식 무공"
99101,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99102,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99103,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99104,"혈염파천","혈무교","박도 전용","6초식 무공"
99105,"광마천횡","혈무교","박도 전용","7초식 무공"
99106,"흑무귀살","혈무교","장창 전용","6초식 무공"
99107,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99108,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99109,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99110,"혈염파천","혈무교","박도 전용","6초식 무공"
99111,"광마천횡","혈무교","박도 전용","7초식 무공"
99112,"흑무귀살","혈무교","장창 전용","6초식 무공"
99113,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99114,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99115,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99116,"혈염파천","혈무교","박도 전용","6초식 무공"
99117,"광마천횡","혈무교","박도 전용","7초식 무공"
99118,"흑무귀살","혈무교","장창 전용","6초식 무공"
99119,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99120,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99121,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99122,"혈염파천","혈무교","박도 전용","6초식 무공"
99123,"광마천횡","혈무교","박도 전용","7초식 무공"
99124,"흑무귀살","혈무교","장창 전용","6초식 무공"
99125,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99126,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99127,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99128,"혈염파천","혈무교","박도 전용","6초식 무공"
99129,"광마천횡","혈무교","박도 전용","7초식 무공"
99130,"흑무귀살","혈무교","장창 전용","6초식 무공"
99131,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99132,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99133,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99134,"혈염파천","혈무교","박도 전용","6초식 무공"
99135,"광마천횡","혈무교","박도 전용","7초식 무공"
99136,"흑무귀살","혈무교","장창 전용","6초식 무공"
99137,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99138,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99139,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99140,"혈염파천","혈무교","박도 전용","6초식 무공"
99141,"광마천횡","혈무교","박도 전용","7초식 무공"
99142,"흑무귀살","혈무교","장창 전용","6초식 무공"
99143,"멸천혈옥살","혈무교","장창 전용","7초식 무공"
99144,"암혼심연장","혈무교","금강저 전용","6초식 무공"
99145,"암혼파천공","혈무교","금강저 전용","7초식 무공"
99146,"별관함","캐릭터의 보관함을","30일간 확장합니다.",""
99147,"선술행낭","자신의 행낭을 확장하여","많은 아이템을 지니고","다닐 수 있습니다."
99148,"방파부","강화 시도시 아이템이 ","파손되지 않도록 보호해 ","줍니다.(호칭장비 제외)"
99149,"환원술서","모든 무공에서 숙련도 1을","제외한 나머지 무공치를","돌려받으실 수 있습니다."
99150,"분환술서","한가지 무공의 숙련도 1을","제외한 나머지 무공치를 ","돌려 받으실 수 있습니다."
99151,"위탁증서","위탁 NPC 에게 아이템을 ","위탁하여 판매를 하실 수 ","있습니다."
99152,"역화술서","강화된 아이템에서 ","강화석을 추출할 수 ","있습니다."
99153,"수호부","몬스터에게 죽었을 경우 ","경험치의 하락을 ","5회 막을 수 있습니다."
99154,"이동서","단축키 J 로 사용가능","각 세력의 특정 지역으로","이동이 가능합니다."
99155,"폭죽1","불꽃놀이 아이템","",""
99156,"붕우이동서","단축키 U 로 사용가능","같은 지역의 붕우에게","이동을 합니다."
99157,"음양전환서","자신의 캐릭터의 성별을 ","전환할 수 있습니다.",""
99158,"문파문장","자기 문파의 깃발을 ","달고 다닐 수 있습니다.",""
99159,"변상술서","캐릭터의 헤어스타일 성형","할 수 있습니다.",""
99160,"둔갑술서","자신의 캐릭터가 몬스터","로 둔갑 할 수 있습니다.",""
99161,"폭죽2","불꽃놀이 아이템","",""
99162,"폭죽3","불꽃놀이 아이템","",""
99163,"변안술서","캐릭터의 얼굴을 성형할 ","수 있습니다.",""
99164,"변형술서","캐릭터의 헤어와 얼굴을 ","성형할 수 있습니다.",""
99165,"천강갑주","정파 캐릭터 전체를 꾸며","주는 장신구",""
99166,"천강투구","정파 갑자성 얼굴 장식","",""
99167,"천강체갑",""투구, 상갑을 제외한 "","나머지 부분의 정파 ","장신구"
99168,"천강상갑","정파 상체갑옷 장신구","",""
99169,"천양갑주","정파 캐릭터 전체를 꾸며","주는 장신구",""
99170,"천양투구","정파 갑자성 얼굴 장식","",""
99171,"천양체갑",""투구, 상갑을 제외한 "","나머지 부분의 정파 ","장신구"
99172,"천양상갑","정파 상체갑옷 장신구","",""
99173,"파군갑주","사파 캐릭터 전체를 꾸며","주는 장신구",""
99174,"파군투구","사파 갑자성 얼굴 장식","",""
99175,"파군체갑",""투구, 상갑을 제외한 "","나머지 부분의 사파 ","장신구"
99176,"파군상갑","사파 상체갑옷 장신구","",""
99177,"귀살갑주","사파 캐릭터 전체를 꾸며","주는 장신구",""
99178,"귀살투구","사파 갑자성 얼굴 장식","",""
99179,"귀살체갑",""투구, 상갑을 제외한 "","나머지 부분의 사파 ","장신구"
99180,"귀살상갑","사파 상체갑옷 장신구","",""
99181,"마혈갑주","마교 캐릭터 전체를 꾸며","주는 장신구",""
99182,"마혈투구","마교 갑자성 얼굴 장식","",""
99183,"마혈체갑",""투구, 상갑을 제외한"","나머지 부분의 마교 ","장신구"
99184,"마혈상갑","마교 상체갑옷 장신구"," ",""
99185,"암황갑주","마교 캐릭터 전체를 꾸며","주는 장신구",""
99186,"암황투구","마교 갑자성 얼굴 장식","",""
99187,"암황체갑",""투구, 상갑을 제외한"","나머지 부분의 마교","장신구"
99188,"암황상갑","마교 상체갑옷 장신구","",""
99189,"군황면구","정파 얼굴 장신구","",""
99190,"패왕면구","사파 얼굴 장신구","",""
99191,"수라면구","마교 얼굴 장신구","",""
99192,"기본안면","면구가 적용된 얼굴을 ","처음 캐릭터 생성시 ","선택했던 얼굴로 전환"
99193,"등급술서","선택한 명품 아이템을","자신의 레벨에 맞춰","낮춰준다."
99194,"무명변환서","자신의 무명을 변환시킬","수 있습니다.",""
99195,"활단술서","복용중인 활력단을 1개","추출하고 일정 확률로","추출서 아이템을 획득."
99196,"내단술서","복용중인 내공단을 1개","추출하고 일정 확률로","추출서 아이템을 획득."
99197,"돌반지","십이지천 1주년을","기념하는 반지",""
99198,"돌호리병","십이지천 1주년을","기념하는 술병",""
99199,"돌떡(체력)","십이지천 1주년을","기념하는 떡",""
99200,"돌떡(공력)","십이지천 1주년을","기념하는 떡",""
99201,"강화교환전표","Ctrl + 클릭 사용","강화석을 얻을 수 있다.",""
99202,"옥석교환전표","Ctrl + 클릭 사용","승급석을 얻을 수 있다.",""
99203,"무신대천역","무림 궁극의 비급.","무신의 힘을 얻을 수 있다.",""
99204,"투신부","투신처럼 용맹하게","전투에 임할수있도록","수호해주는 부적."
99205,"능투부","보다 능숙하고 노련하게","전투에 임하도록","수호해주는 부적."
99206,"전신부","투신과도 같이 전장에서","독보적인 위맹을 떨칠수","있도록 해주는 부적"
99207,"초경계부","Ctrl + 클릭 사용","초경계에 입장 할 수 있다.","(기여도 30 소모)"
99208,"신행운권","Ctrl + 클릭 사용","고급 아이템을","얻을 수 있다."
99209,"전낭","Ctrl + 클릭 사용","은화를 얻을 수 있다.",""
99210,"대운권","Ctrl + 클릭 사용","고급 아이템을","얻을 수 있다."
99211,"황금알","Ctrl + 클릭 사용","",""
99212,"추첨권","Ctrl + 클릭 사용","그래픽카드 이벤트","추첨 아이템."
99213,"천운권","Ctrl + 클릭 사용","고급 아이템을","얻을 수 있다."
99214,"무신대천역[백도십삼천]","무신의 힘을 얻을 수 있는","궁극의 비급.",""
99215,"무신대천역[패왕파천련]","무신의 힘을 얻을 수 있는","궁극의 비급.",""
99216,"무신대천역[혈무교]","무신의 힘을 얻을 수 있는","궁극의 비급.",""
99217,"무쌍일천[천지무신]","2006년 비무대회의","우승자들에게","지급한 망토."
99218,"무쌍일천[ManofOneway]","2006년 비무대회의","우승자들에게","지급한 망토."
99219,"무쌍일천[무적사파]","2006년 비무대회의","우승자들에게","지급한 망토."
99220,"무쌍일천[흑무도]","2006년 비무대회의","우승자들에게","지급한 망토."
99221,"십","이벤트 아이템","",""
99222,"이","이벤트 아이템","",""
99223,"지","이벤트 아이템","",""
99224,"천","이벤트 아이템","",""
99225,"소환권","Ctrl + 클릭 사용","이벤트 몬스터","소환 아이템"
99226,"점오여래","성장한 점오여래는","공격력과 체력을 ","상승시켜 줍니다."
99227,"용공천","성장한 용공천은","공격력과 방어력을","상승시켜 줍니다."
99228,"수호금강","성장한 수호금강은","방어력과 체력을","상승시켜 줍니다."
99229,"비렴편복","성장한 비렴편복은",""공격, 방어, 체력을"","상승시켜 줍니다."
99230,"대","이벤트 아이템","",""
99231,"박","이벤트 아이템","",""
99232,"행","이벤트 아이템","",""
99233,"운","이벤트 아이템","",""
99234,"응모권","이벤트 아이템","",""
99235,"9층석탑 열쇠","Ctrl + 클릭 사용","9층탑에","선입장이 가능."
99236,"환천경 열쇠","Ctrl + 클릭 사용","환천경에 입장이 가능.","사용시 기여도 -30."
99237,"복돼지","이벤트 아이템","",""
99238,"지각수(소)","Ctrl + 클릭 사용","60분 동안","경험치5배."
99239,"지각수(중)","Ctrl + 클릭 사용","120분 동안","경험치5배."
99240,"지각수(대)","Ctrl + 클릭 사용","180분 동안","경험치5배."
99241,"수행부","180분간 프리미엄","사냥터 입장 및","경험치 50% 추가 획득."
99242,"명품함","자신의 레벨에 맞춰","명급 아이템을 획득.","45성 이상 사용 가능."
99243,"강화부","강화 성공율","5% 상승.",""
99244,"조합부","조합 성공율","5% 상승.",""
99245,"승급부","승급 성공율","5% 상승.",""
99246,"선술행낭","자신의 행낭을 확장하여","많은 아이템을 지니고","다닐 수 있습니다."
99247,"별관함","캐릭터의 보관함을","30일간 확장합니다.",""
99248,"공덕부","Ctrl + 클릭 사용","",""
99249,"기공단","Ctrl + 클릭 사용","보조무공 및 주호시간을","2배 길게 한다."
99250,"노점권","Ctrl + 클릭 사용","",""
99251,"만년백금(15%)","강화의 재료","무기와 방어구를","강화할 수 있다."
99252,"(신)강화교환전표","Ctrl + 클릭 사용","",""
99253,"장비변환서","Ctrl + 클릭 사용","",""
99254,"삼계탕","Ctrl + 클릭 사용","",""
99255,"송편","Ctrl + 클릭 사용","",""
99256,"피","이벤트 아이템","",""
