id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
--,,,,,,,,,,,,,,,,,,,,,,,,,"I've witnessed it personally, so please belive me.","","","","","","","Indeed, you do not disappoint me.","","Still, he is a strong opponent so be careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"He is currently in Chesubon.","","","","","","","It's small, but please accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Put an end to that monster's life.","","","","","","","It was my reward to you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"So that he may never be reborn..","","","","","","","It will be useful to you in various ways.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
357,"[Sad Hero Story] Meet Master Bokwun.",103,3,111,358,1,7,0,0,0,0,52,0,0,0,0,0,76,0,0,0,0,0,0,"I know that you're busy, but I need to make","You just need to go see Master Bokwun and tell him","","","","","","Did the fools tell you to give me that message?","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"one request.","to give me a set date.","","","","","","I resigned so they can get along in Yellow-Gate ","","It is complicated meeting Master Bokwun."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Its just that I heard a rumor that you've","","","","","","","but,Somung, Pil, and Takyugi are too busy fighting","","Be careful. The place is very dangerous."
--,,,,,,,,,,,,,,,,,,,,,,,,,"met Master Bokwun before..","","","","","","","over who's better. Now they want to see me?","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Actually, he's my mentor and also the other","","","","","","","They are pathetic fools!! pathetic!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"bosses of Yellow-Gate Chamber.","","","","","","","Tell those fools that I will personally pick a ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I thought he was dead.","","","","","","","date and tell them, so you can leave now!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I'm going to ask you to do something simple.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Just tell him that I'm planning to stop be soon, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and I would like to know when his best time is.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I should follow the Yellow-Gate bosses' schedule, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so it will be best that he makes the arrangement.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please do me this favor.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
358,"[Sad Hero Story] Subjugate Spooky Devil.",103,3,112,359,1,1,0,0,0,0,67,0,0,0,0,0,67,256,140,0,0,4,1420133,"I have one request to make.","Kill all the Spooky Devil in Engam Canal.","","","","","","Thank you. It couldn't have been an easy task","","I need a quick word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,140,"A problem has occurred in Engam Canal.","I will difinitely repay you.","","","","","","and indeed came up to my expectations.","","I don't know if I gave you a difficult task."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The Carrier is having difficulties because of the ","","","","","","","This is something that I promised.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Spooky Devils in Engam Canal.","","","","","","","Well then, I'll see you later.","","I know that you will do well."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Everyone knows that the Carrier is incompetent,","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"but don't forget the fact that the Yaoguai","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"has become more oppressive lately.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you dispose of those Spooky Devil?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will definitely repay you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
359,"[Sad Hero Story] Resurrection of Goldenclad Grunt.",104,3,113,360,1,1,0,0,0,0,45,0,0,0,0,0,45,260,1,0,0,4,1735718,"As a matter of fact, I was waiting for you.","Go to Engam Canal and kill Goldenclad Grunt!","","","","","","Good work..","","Come and see me!!"
--,,,,,,,,,,,,,,,,,,,,,,,6,494,"Leave for Engam Canal this instant!!","It will be less difficult than before.","","","","","","While everyone is after the Gyuwan Dungeon and ","","You must kill him!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The Goldenclad Grunt that you've destroyed ","","","","","","","the Sword, Yaoguai ","","You should be able to show him hell."
--,,,,,,,,,,,,,,,,,,,,,,,,,"has returned to Engam Canal.","","","","","","","started to rise again.","","This time for sure, show him his end!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"It should be true since the Yaksa who were at the","","","","","","","The Yaoguai wants to use this time","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"scene witnessed it..","","","","","","","to take over the world, but it will not be easy.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Show that monster what happens","","","","","","","How can a group of mere heretic beat us","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"when a Yaksa is angry!!","","","","","","","who has inherited the Blade?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I belive that you will not have ","","","","","","","We will surely have many battles ahead of us ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"any problem disposing him!!","","","","","","","so I will depend on you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","For now, keep up the good work. He, he, he.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
360,"[Sad Hero Story] Subjugate Aberrant Wolf.",104,3,114,361,1,1,0,0,0,0,58,0,0,0,0,0,58,257,140,0,0,4,1735718,"Damn!! They have advanced faster than I expected!!","Go to Engam Canal and kill all the  ","","","","","","Job well done!!","","Come and see me."
--,,,,,,,,,,,,,,,,,,,,,,,6,492,"Hurry and go to Engam Canal now!!","Aberrant Wolves!","","","","","","It was an emergency situation, but we were ","","It could be more difficult than what you think."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"The Divine Secrets is turning Engam Canal","","","","","","","fortunate to have you help us out.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,," into ruins, so you need to go there as backup!!","","","","","","","However, they will not stop here..","","Be strong!! We are all counting on you!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Hurry, since we don't have much time!!","","","","","","","I believe that there will be many battles ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go to Choengnimha Canal and kill all the ","","","","","","","to come.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Aberrant Wolves!","","","","","","","This is only a start..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Anyway, I should reward you for your deed.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Accept this.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
361,"[Sad Hero Story] King of Doctors's friend.",104,3,115,362,1,7,0,0,0,0,69,0,0,0,0,0,76,0,0,0,0,0,0,"eh... It is just that I heard that you know","You just need to give my message to Master Bokwun.","","","","","","King of Doctors wants me to come","","Anyone who wants to help me, come to Yongu!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"where Master Bokwun might be.","","","","","","","to Yongu?!!","","You just need to give Master Bokwun my message."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Actually, he is an old friend of mine..","","","","","","","Damn him!!","","Perhaps, it can be a difficult task."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I want to see him, but I'm just too lazy to move","","","","","","","I bet you that he wants to ask me for money since","","You're not complaining, are you?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you tell that friend of mine to come to ","","","","","","","he lost all his money on gambling!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yongu? Giggle..","","","","","","","Of course!!  It is so obvious!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Of course it's a lot of work, but if you do this,","","","","","","","Anyway, go and leave!! I deal with ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will reward you sometime in the future.","","","","","","","that King of Doctors somehow..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I lost all my money in Flying Tiger Race, so","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I have no money.. Giggle.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Anyway, Please do me this favor.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
362,"[Sad Hero Story] Usan's demand for backup.",105,3,116,363,1,1,0,0,0,0,122,0,0,0,0,0,122,258,60,0,0,4,1538477,"Can you go to Engam Canal for awhile?","Go to Engam Canal and kill the Red Dancers.","","","","","","Good work.","","I need to see you.	"
--,,,,,,,,,,,,,,,,,,,,,,,6,140,"Because of the Red Dancer in Engam Canal,  ","","","","","","","Red Dancer are not an easy opponent and indeed","","Red Dancers are an enemy you should watch out!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"their situation doesn't look too good.","","","","","","","you do not disappoint me.","","I believe you will do well!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Our killers are having a hard fight..","","","","","","","Take this. This is the reward that I promised.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I was supposed to go, but I'm a little busy..","","","","","","","Don't refuse and just take it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Take my place and go dispose the Red Dancer.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
363,"[Sad Hero Story] Obstruct the Twin Headed Monster.",105,3,117,364,1,1,0,0,0,0,45,0,0,0,0,0,45,259,140,0,0,4,2051303,"Leave for Engam Canal this instant!!","Hurry and leave for Engam Canal!!","","","","","","Good work.","","Come and see me."
--,,,,,,,,,,,,,,,,,,,,,,,6,54219,"Our Yaksas are in a battle with the Twin Headed","Kill all the Twin Headed Monsters!","","","","","","You should be tired due to all this battle, so go ","","Kill all the Twin Headed Monsters!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Monsters in Engam Canal and are outnumbered.","","","","","","","and get some rest now.","","Show them what going to hell is like. He, he."
--,,,,,,,,,,,,,,,,,,,,,,,,,"This battle is certainly an important factor in ","","","","","","","","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"claiming Engam Canal.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"So, go to Engam Canal this instant and help","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"our Yaksa!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Dispose all of the Twin Headed Monster!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
364,"[Sad Hero Story] Invitation of Master Bokwun.",105,3,118,365,1,7,0,0,0,0,76,0,0,0,0,0,45,0,0,0,0,0,0,"The reason I called for you is to give you","Hurry and go tell your mentor that ","","","","","","Hmm. Master Bokwun wants to see me..?","","I need to see you!! Come and see me!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"one errand to do.","I asked for his visit.","","","","","","Why does he want to see me when he dislikes ","","It is not a difficult task so do it right!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Just escort your mentor here.","","","","","","","meeting people and prefers to be alone?","","You just need to give my message!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"I have several things I need to discuss with him.","","","","","","","All right. I should leave for Yanggok Valley","","Hurry now!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"I've been around longer than he has in the world,","","","","","","","some time soon.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so even though your mentor is all that great,  ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"he won't be be able to refuse my request.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Just tell your mentor to ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"to visit me once.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
365,"[Sad Hero Story] Obstruct the Blood Gulper.",106,3,119,366,1,1,0,0,0,0,57,0,0,0,0,0,57,297,140,0,0,4,1775167,"You need to hurry and leave for Yuhach Village!!","Just kill those Blood Gulpers in Yuhach Village.","","","","","","Whew! That is one load off of my mind.","","Come over here!!  It's urgent!!"
--,,,,,,,,,,,,,,,,,,,,,,,6,99202,"The situation in Yuhach Village isn't so good..","","","","","","","If it wasn't for you, the entire defensive line ","","Dispose of everyone of them!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Our warriors are battling with the Blood Gulper of ","","","","","","","in Yuhach Village could have been destroyed..","","I'll await your good news!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Yaoguai, but it seems that they are being ","","","","","","","It was really close..","","They are particular than you think, so careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"outnumbered by them.","","","","","","","Thank you. You probably aren't getting any rest ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please go and support them.","","","","","","","due to this on going battle. I'm sorry.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since it is an emergency, Please leave quickly!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Just kill those Blood Gulpers in Yuhach Village.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
366,"[Sad Hero Story] The Goldenclad Grunt's end.",106,3,120,397,1,1,0,0,0,0,68,0,0,0,0,0,68,302,1,0,0,6,140,"The reason I called for you was because of ","Goldenclad Grunt is currently in Yuhach Village.","","","","","","Oh. Thank you for your trouble.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,493,"your archenemy, Goldenclad Grunt.","This time for sure, put an end to his life..","","","","","","I may have made a mistake by requesting this","","You must dispose of Amethyst Toad Emissary!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"That monster is still alive.","So that he may never be reborn..","","","","","","since that bastard has persistently tormented you.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I've witnessed it personally, so please belive me.","","","","","","","Indeed, you do not disappoint me.","","Still, he is a strong opponent so be careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"He is currently in Yuhach Village.","","","","","","","It's small, but please accept it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"This time, put an end to that monster's life.","","","","","","","It was my reward to you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"So that he may never be reborn..","","","","","","","It will be useful to you in various ways.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
367,"[Sad Hero Story] Dispose of Spooky Ghost.",107,1,124,368,1,1,0,0,0,0,66,0,0,0,0,0,66,286,140,0,0,4,2682473,"It's nothing more than a request..","Please dispose of those Spooky Ghost.","","","","","","Thank you so much for your trouble.","","Can you help me out for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,496,"Kill the Spooky Ghosts in Jancheon Stream.","I will reward you handsomely.","","","","","","I will reward you as I promised.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Because of the Spooky Ghost, we're having trouble","","","","","","","The war against Yaoguai should end soon.","","I will reward you handsomely. I promise."
--,,,,,,,,,,,,,,,,,,,,,,,,,"dealing with the merchants from China these days.","","","","","","","I believe that your part in the war ","","I know it's not easy, but please do this for me."
--,,,,,,,,,,,,,,,,,,,,,,,,,"We'll be in big trouble if this goes on like this.","","","","","","","will be remarkable.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I have to make about a hundred armor, but ","","","","","","","See you..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"if the transport from China keeps getting delayed, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I won't be able to finish by the due date.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Can you please dispose of those Spooky Ghost?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will reward you handsomely.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will await your good news.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
368,"[Sad Hero Story] The Swordmaster Audience",107,1,125,369,1,7,0,0,0,0,1,0,0,0,0,0,86,0,0,0,0,4,2682473,"I thank you for all that you have done.","The Swordmaster is waiting for you ","","","","","","I heard a lot about you from Taoist Upholder.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,140,"This time the Swordmaster wants to","in Geogun Palace. Behave yourself.","","","","","","Thank you for all you trouble.","","Give him your highest respect."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"see you in person now that he's heard about you.","","","","","","","Thanks to you, I found that Taktap betrayed","","Give him your highest respect."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Ahem.. The reason for this honor is because you ","","","","","","","and also found my son, so in more ways than one,","","It will be an honor to you."
--,,,,,,,,,,,,,,,,,,,,,,,,,"have such a great mentor.  Giggle..","","","","","","","I owe you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"How dare you make such a face..?!!","","","","","","","The reason that I called for you today was to ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"If you go into this Geogun Palace,","","","","","","","compliment you of your deed.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The Swordmaster is waiting for you.","","","","","","","Just like now, help me out in the future as well.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please treat him with your most highest respect.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
369,"[Sad Hero Story] Obstruct Vampire Wolf.",108,1,126,370,1,1,0,0,0,0,68,0,0,0,0,0,68,287,140,0,0,6,492,"You have to go to Jancheon Stream this instant!!","Stop the Vampire Wolves in Jancheon Stream!","","","","","","Thank you so much for your trouble.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,490,"I've just learned that the Vampire Wolf of Yaoguai ","","","","","","","It could have been serious if you were late.","","It will be a difficult task. Or it might be easy."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"will launch a counterattack sometime soon.","","","","","","","We're lucky to know their plans ahead of time.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"I don't have fancy skills to show, but collecting","","","","","","","If not, it could have been a hard","","I will believe that you will succeed."
--,,,,,,,,,,,,,,,,,,,,,,,,,"information is one thing that I'm good at.","","","","","","","battle..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I believe most likely they are making their last ","","","","","","","It seems that I am indebted to you in many ways.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"preparation for the large scaled counterattack.","","","","","","","This is not much, but please accept this.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"In that sense, I think this is the perfect time","","","","","","","Most likely, it will come to good use.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"in obstructing them!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"If we lose this opportunity, it might get worse.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Stop the Vampire Wolves in Jancheon Stream!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
370,"[Sad Hero Story] Obstruct Blue Dancer.",108,1,127,371,1,1,0,0,0,0,8,0,0,0,0,0,8,289,60,0,0,4,2998057,"You need to go the Jancheon Stream this instant!!","Obstruct the Blue Dancer in Jancheon Stream!!","","","","","","Good work.","","Can you help me out for a while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,99201,"I just receive a report that the Blue Dancer has","It will be best if you hurry!!","","","","","","Ah.. Also, there is a news I have to tell you.","","I'm counting on you to do it."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"made a surprise attack while the defense line ","","","","","","","A short time ago, the body of that traitor, ","","Be careful! He is stronger than you think!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"was unguarded due to the the Vampire Wolf!!","","","","","","","Tak Eung was found in Yanggok Valley.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The surprise attack was never expected, so our","","","","","","","I do not know what exactly happened, but luckily","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"warriors didn't know what to do.","","","","","","","Castle's pursuit team were able to capture the ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It seems that you need to go as backup!!","","","","","","","wounded henchman of Tak Eung.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Obstruct the Blue Dancer in Jancheon Stream!!","","","","","","","I think if we examine him, we will find out how ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","much Tak Eung was involved in all the incidents ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","that occurred in The World of Warriors and all","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","the behind stories to it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","I will tell you the exact information later on.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Go and get rested.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
371,"[Sad Hero Story] False accusation against Jinsong",108,1,128,372,2,7,0,0,0,0,1,0,0,0,0,0,134,0,0,0,0,6,141,"Byeok must have told you that our pursuit ","The pursuit team reported that Jinsong has chased ","","","","","","Are you saying that all my charges were dismissed?","Hmmm.","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"team arrested the henchman of traitor Tak Eung.","the Young Master into the Gyuwan Dungeon.","","","","","","Ha! However, it is too late to return to Castle","It will not be easy to enter Gyuwan Dungeon.","Tell Jinsong about false accusation against him."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"He confessed that Jinsong and Little Boss","Go find him and let him know that his charges were ","","","","","","I will not go back.","I will send someone else.","It will not be easy entering Gyuwan Dungeon.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"who were involved in lady Neung Im's death","dismissed and tell him to come back to Castle now.","","","","","","I'm a free man but both I and Yiyonung are  ","You should just retreat from there.","You must find Jinsong!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"actually had nothing to do with it.","","","","","","","still liable for Neung Im 's death..","",""
